name,description,link
Interactive 3D Blob with Sliders,Transforming sliders into 3D magic: Explore an interactive 3D blob with real-time control.,https://devpost.com/software/interactive-3d-blob-with-sliders-uykgzq
Customer Support Agent,"Get the information you need, when you need it",https://devpost.com/software/customer-support-agent
Farmer developer............................................,I am farmer son I work hard........................................................................ India Today group to offer online learning to young people in the world I work hard.................,https://devpost.com/software/farmer-developer-u24bi6
IssueVertexpert.AI,Revolutionizing Customer Experience: Your All-in-One AI Companion for Seamless Issue Resolution,https://devpost.com/software/customer-grievance
me and ai gemini,Me and creating my team via Ai gemini creating different persona.,https://devpost.com/software/me-and-ai-gemini
Banky: Your AI-Powered Banking Assistant,"AI-powered ecosystem for the banking services sector, aimed at providing comprehensive enhancing customer experience through personalized interactions,efficient solutions to common queries and tasks.",https://devpost.com/software/bankbudddy-your-ai-powered-banking-assistant
Testing,We are in the digital era and thus this is requested to see that I am writing something useful,https://devpost.com/software/testing-3srjb7
Compiler Assistant,No time to search and digest evolving AI knowledge? Compiler Assistant generates a compiled article to answer your AI tools questions through conversations. Learning AI gets easier and more efficient.,https://devpost.com/software/team-stheno
MindMatch,"Tag:Unleash your learning potential with MindMatch, Personalized education that adapts you. MindMatch revolutionizes learning by adapting to each individual's unique learning style and interests.",https://devpost.com/software/mindmatch-yva0zw
InstaChef,Your personal multi-cuisine chef and sommelier who can converse in English and French,https://devpost.com/software/blueginger
Kuber - your own personal financial advisor.,"Empowering Your Financial Future: Personalized Advice for Smarter Decisions. Our advanced AI analyses your unique financial situation to offer not just the answers you seek, but what you need.",https://devpost.com/software/kuber-your-own-personal-financial-advisor
Dungeon Master Mind,"Revolutionize your D&D experience with our AI Dungeon Master. It crafts personalized adventures and adapts dynamically to your characters and story preferences, ensuring an unforgettable experience",https://devpost.com/software/ai-powered-dungeon-master-for-dungeons-and-dragons
Vertex Ai,Creating innovative and sustainable solution.,https://devpost.com/software/vertex-ai
CareerAid,"Feeling lost in the career maze? CareerAid is here to guide you. Talk to it about your skills, interests, and goals. Explore career options, ask your questions, and chart a path to your dream job.",https://devpost.com/software/careeraid
SkyTrace: Drone Detection and Localization in GPS-denied,"Imagine search and rescue missions in collapsed buildings or disaster zones where GPS is unavailable. Drones can be invaluable tools, but their effectiveness is hampered without location data.",https://devpost.com/software/skytrace
schedule-agent,"This project will support you about schedule setting. If you want to check your schedule, you can ask the agent and confirm your schedule. And you can set a schedule.",https://devpost.com/software/schedule-agent
Sphinx Scholar,"Become a true scholar with Sphinx Scholar: your AI-driven, customisable quiz master that adapts to what you're learning. Simply upload your file and watch it transform into personalised quizzes!",https://devpost.com/software/sphinx-scholar
Navicrafters,"Discover Navicrafters, your personalized career guide. We analyze your experience and aspirations to offer tailored job opportunities and recommendations. Navigate your career confidently.",https://devpost.com/software/navicrafters
Elder Companion,Gen AI agent to assist and provide companionship to elders in the modern era.,https://devpost.com/software/gen-ai-agent
DevDynamo,"Empowering Developers, One Command at a Time.",https://devpost.com/software/devdynamo
Dukaan-AI,"Transform shop management with an AI SQL agent. Voice inputs to SQL commands. Simplify operations, ensure accuracy",https://devpost.com/software/dukaan-ai
3D Printer Assistant,"Meet your design partner: a 3D Printer Assistant that will help you with your projects. Simplifying creation, and amplifying innovation. Elevate your imagination today!",https://devpost.com/software/3d-printer-assistant
Certy,Google Cloud Certification Assistant,https://devpost.com/software/my_learning_project-z0rgt5
GradGear,"GradGear and gear up for your college dreams! Struggling to manage college applications? takes the stress out of the process. Organize, explore, and stay on track for deadlines - all in one app.",https://devpost.com/software/applifi-sqxyvm
Karla,"Karla is a friendly ai personal workout planner that will help you come up with workout routines for any chest, back, leg, back and biceps day you want.",https://devpost.com/software/karla
SkillForge,"SkillForge, built with Vertex AI, offers personalized skill roadmaps, tailored course recommendations, mock interviews, coding challenges, and CV reviews to guide your career journey.",https://devpost.com/software/skillforge
Curable,Simplify Your Health Care Routine with AI,https://devpost.com/software/curable
ComputerHero,Computer Diagnostic and Shopping Assistant,https://devpost.com/software/hero-i25e7y
ReelSy AI Marketing Agents,"Marketing overwhelm? Marketing and data-science AI Agents in your pocket! ReelSy AIs analyzes strategy, finds missed opportunities & crafts killer content. Stop guessing, start winning!",https://devpost.com/software/reelsy-ai-marketing-agents-1ywm9d
GymBuddy,"Meet ""GymBuddy"", your personal AI fitness coach! It perfects your form, offers safety and nutritional advice, as well as recommends exercises tailored to you for a safer and more effective workout.",https://devpost.com/software/gym-bro
"Lila, your AI Music Teacher","Learn music at your own pace: with Lila, your own AI Music Teacher!",https://devpost.com/software/lila-your-ai-music-teacher
InterviewMe.ai,"Ace your technical interviews with the InterviewMe.ai - an AI coach that simulates realistic interviews, provides resume feedback, tailored coding challenges and personalized coaching.",https://devpost.com/software/mock-interview-agent
Vertex,The technical process of vertex,https://devpost.com/software/vertex-8xfpql
Smart Project Manager,"Efficiently manage tasks, schedules, and team collaboration with our AI-driven Smart Project Manager. Our tool provides seamless natural language processing for managing teams and tasks.",https://devpost.com/software/smart-project-manager
AI_Autosphere,Your one-stop virtual AI Car Dealership!!,https://devpost.com/software/ai_autosphere
AI-Based Chest Disease Diagnosis from X-Ray Images,The project aims to build an AI model capable of diagnosing chest diseases from X-ray images that predicts whether it is a healthy or diseased chest with a specific disease name.,https://devpost.com/software/chest-disease-analysis
Rainbow Days: Find Your Colorful Wellness,"🌈Rainbow Days: Always there, always caring. Your AI companion for happy & healthy days.",https://devpost.com/software/wellness-bot-n2ixcz
GenQuery,GenQuery: Powering Data Discovery.,https://devpost.com/software/genquery-4wemig
iSee,Help Blind people Seeing the World with the help of AI,https://devpost.com/software/isee-p40n51
Memory Bank,Memory Bank,https://devpost.com/software/memory-bank
Vidya AI,"Vidya AI redefines self-study! Upload PDFs, get tailored insights, and engage with a savvy chatbot. It's powered by Vertex AI, using cutting-edge tech to enhance learning like never before.",https://devpost.com/software/vidya-ai
Shiv.ai,We are submitting some basic idea.,https://devpost.com/software/shiv-ai
vertexa,exploratiion in ease,https://devpost.com/software/vertexa
GoogleMediBuddy,"Generative Google Vertex AI Bot for Insurance,Claim transaction,Patient's Appeals and grievances details associated with a patient's care and Improves health wellness",https://devpost.com/software/googlemedibuddy
Eventricks,Your AI-powered Event Organizer/Planner,https://devpost.com/software/eventricks
TaxEase.AI,"TaxEase.AI : Your personal tax coach 💸🏛️. Simplifying tax filing with AI expertise, saving you time and money!",https://devpost.com/software/hiii
Verbacle,"Verbacle is an intelligent language learning bot powered by Vertex AI, designed to make language acquisition fun, engaging, and accessible for everyone.",https://devpost.com/software/verbacle
Fitness Coach,"Have you ever wanted to lose weight, eat healthier, or start making your own meals? Well, this is perfect for you! With this, you can gather meals along with workouts to help you achieve your goals!",https://devpost.com/software/meal-plan-helper
Gemma Plays Street Fighter 3,The fighting game market is a multibillion dollar industry with massive growth ! But you want an adversary that adapts to your play style in real time! No more easy/medium/hard -> use gemma player 2!,https://devpost.com/software/gemma-plays-street-fighter-3
Google Workspace Helper,Tired of Googling Google Workspace questions? We empower users with instant answers and interactive quizzes that turn knowledge gaps into confident mastery.,https://devpost.com/software/google-workspace-helper
SAT Math Agents,Our SAT Math agents have been created to help users with mastering the math section of the SAT.,https://devpost.com/software/sat-math-agents
Chatex,A General Use Bot,https://devpost.com/software/quick-translate
Master Python with Ease: Your Smart Coding Assistant,"Meet our AI Agent, powered by Google's Vertex AI, for instant, accurate Python help. Integrated with LeetCode and CodeChef, it simplifies coding challenges for beginners and pros alike.",https://devpost.com/software/python-code-assistant
TaskTrekker,"""TaskTrekker"" a self improvement application designed to help users achieve their personal and professional goals through customized daily tasks with the help of vertex ai agent.",https://devpost.com/software/tasktrekker
Ask Atlas AI,Light up your world of knowledge with Ask Atlas AI! Dive into a seamless learning experience using AI's most intelligent interface yet.,https://devpost.com/software/ask-atlas-ai
Star Wars Academy,Unleash your inner Jedi at Star Wars Academy: where learning meets the Force!,https://devpost.com/software/star-wars-academy
CariKerjaIT Job AI,Job AI is bot that helps you to find your dream job in Indonesia powered by Vertex AI and CariKerja.IT.,https://devpost.com/software/job-ai
Garden Genie,"Garden Genie: Your Gardening Companion. Ask about plants, soil, pests, and more. Get tailored advice to create a thriving garden with personalized tips and tricks from our AI assistant.",https://devpost.com/software/garden-genie
Social Enterprise Business Coach AI,"The AI Agent acts as a social enterprise business coach. Using information from Social Sector Network's resources, the AI Agent helps users with business ideation and strategy.",https://devpost.com/software/social-enterprise-business-coach
HeidelForYou,Heidel: Simplifying university FAQ admissions with AI-driven guidance and support.,https://devpost.com/software/heidelforyou
Fran – a mental wellbeing app for people in tech,Fran is a chatbot application for mental wellbeing in tech.,https://devpost.com/software/fran
Real Mistix,"Lost? Get Real Mistix, your personalized psychic advisor. It blends horoscope, palm reading & more. Imagine - ancient wisdom meets cutting-edge AI, guiding you on love, career & beyond.",https://devpost.com/software/real-mistix
AAVA,Bridging the Knowledge Gap: Empowering ADEIN ambassadors across Africa.,https://devpost.com/software/adein
Voice Dairy,"Journaling is a powerful tool to improve our health, but is seen as tedious and boring. Voice Dairy converts the act of journaling into a conversation to change the way we reflect on our emotions.",https://devpost.com/software/voice-dairy
JARVIS a Desktop Personal Assistant,JARVIS: The only assistant you'll ever need,https://devpost.com/software/jarvis-a-desktop-personal-assistant
PingAI,Making learning more easier through artificial intelligence,https://devpost.com/software/pingai
Medi-Advisor,Your fav medi chatbot,https://devpost.com/software/medi-advisor
Project Manager,This Ai bot will make it easier for you to navigate your project and teach others how to build similar things and recommend libraries and API's,https://devpost.com/software/project-manager-ixq6t4
CROCODILEC,"With CROCODILEC, the Constitution of RDTL is always at hand!",https://devpost.com/software/crocodilec
Web Design Services in Thanjavur,Aaradhana Technology is committed to delivering high-quality services that meet the specific needs of each client. https://aaradhanatechnology.com,https://devpost.com/software/web-design-services-in-thanjavur
MedGuide - Personalized Health Management Assistant,"Empower your health journey with real-time insights, personalized advice, and comprehensive support.",https://devpost.com/software/medguide-personalized-health-management-assistant
SheCents-Smart Money Moves for women by women,"A fully responsive full stack application designed to educate women and others about finances through an engaging and gamified approach, employing a straightforward and interactive user interface.",https://devpost.com/software/shecents-smart-money-moves-for-women-by-women
Knowledge Bot,"""AskBot: Your Voice-Activated Knowledge Companion""",https://devpost.com/software/knowledge-bot-c5bdny
AI ROAD ANALYSER,Introducing AI Road Analyser: Our app uses a trained ML model to identify bad road conditions. View accident data on the homepage and assess city-specific road conditions with a simple tap.,https://devpost.com/software/ai-road-analyser
Mārg-darśaka,Leave planning on Mārg-darśaka : Local Guide,https://devpost.com/software/marg-darsaka
Hope.ai,"""Hope is your digital companion, dedicated to fostering mental wellness, championing accessibility, and sparking imaginative journeys through personalized experiences tailored just for you.""",https://devpost.com/software/hope-pfsz2u
StuGrow,StuGrow is an innovative and personalized chatbot designed to enhance student learning by analyzing past year question (PYQ) papers and generating new practice questions based on those analyses.,https://devpost.com/software/stugrow
JudgeMate,YOUR TRUSTED ALLY FOR HACKATHON JUDGING,https://devpost.com/software/judgemate
Yipao,Revolutionizing bussiness intelligence with AI-driven SQL interactions. Simplify complex queries and enhance database efficiency effortlessly,https://devpost.com/software/yipao
Hourglass,Wine Shop Sommelier,https://devpost.com/software/hourglass-hmi5j0
Baloney AI,Outsmart Scammers with Intelligent AI Training,https://devpost.com/software/baloney-ai
Tints E-Commerce Agent,Personalized Shopping Assistant at Tints Streetwear,https://devpost.com/software/tints-e-commerce-agent
Insur.Cap,"Insur.Cap revolutionizes risk management with algorithmically driven augmented underwriting, leveraging computer vision AI & AGENTIC Workflow System for image-caption fusion.",https://devpost.com/software/insur-cap
AI Rental Car Agent,Book your next car with Vertex AI Agent,https://devpost.com/software/ai-rental-car-agent
Teera - SMA Assistant App,"Spinal muscular atrophy (SMA) is a rare, inherited neuromuscular disorder that causes muscle weakness. We created Teera, an assistive agent app designed to help parents of children with SMA.",https://devpost.com/software/sma-assistant-app
Star Trek Customizable Card Game Rules Agent,Imagine a game of chess with 2500 different pieces to choose from for your starting lineup; Now imagine how complex the rules are for that! The Star Trek CCG has such complexity. AI to the rescue!,https://devpost.com/software/star-trek-customizable-card-game-rules-agent
Task Organizer,"In our evolving world, managing tasks efficiently is crucial. My AI app prioritizes tasks based on importance and time, boosting productivity.",https://devpost.com/software/task-organizer-zt73xj
Positive Invocations,"Start your day with a positive invocation to inspire you to have a wonderful outlook. Specify a theme and a writing style, and you will receive an inspirational message to focus your thoughts.",https://devpost.com/software/positive-invocations
IOL Recommender AI,"Introducing IOL Recommender, an AI-powered tool that leverages advanced algorithms to personalize and simplify your choices, ensuring you get the optimal lens for your specific needs and lifestyle.",https://devpost.com/software/iol-recommender
WardrobeWhiz,Your personalized stylist with a sustainable touch.,https://devpost.com/software/wardrobewhiz
Easy Whizy Balance,A buddy to share,https://devpost.com/software/easy-whizy-balance
SkillBoost agent,"Adaptive Coding Challenges: Our agent dynamically adjusts the difficulty based on your responses, providing real-time feedback to help you progress from beginner to guru.",https://devpost.com/software/skillboost-agent
FormFit,"FormFit is an exercise coach that provides workout recommendations, training plans, and dietary plans based on your fitness goals and pre-existing conditions.",https://devpost.com/software/formfit
Quanta Bot,"Quanta Bot offers personalized study resources, adaptive plans, and career guidance through an intuitive chat interface. Streamline learning and career planning with ease.",https://devpost.com/software/quanta-bot
Productivia,"Productivia is an AI agent that helps you optimize your life, by optimizing your activities.",https://devpost.com/software/productivia
Missile Trajectory and Impact Simulation,"Leveraging AI and simulation technology to create an innovative, educational tool for understanding missile dynamics and promoting sustainable peace through informed decision-making.",https://devpost.com/software/missile-trajectory-and-impact-simulation-f7nt9l
Predicting disease outbreak,Develop a machine learning model using Vertex AI to predict disease outbreak,https://devpost.com/software/predicting-disease-outbreak
Mobile Phone Repair Co-Pilot,"Get help on your repair journey with the Mobile Phone repair Co-Pilot. Search for troubleshooting steps, spare parts, etc.",https://devpost.com/software/mobile-phone-repair-co-pilot
Visa Voyager,Revolutionizing visa applications and travel planning with AI. Visa Voyager is an agent making your visa applications a breeze to navigate and is committed to helping you chart your travel journey.,https://devpost.com/software/odyssey-oracle
Face recognition,Face-Based Attendance: Simplifying Check-Ins with Facial Recognition,https://devpost.com/software/face-recognition-jhte8w
Smart Order Picking,Improve pick path efficiency in your warehouse using AI,https://devpost.com/software/smart-order-picking
GetStronger with Mylo,"The agent is an exercise coach. He helps users increase their strength & mobility and prevent injury He uses realtime muscle sensor data from Mylo, a wearable device and physical therapy practices",https://devpost.com/software/coach-makes-you-stronger
Candle Packaging,Custom candle packaging at Wholesale rate,https://devpost.com/software/candle-packaging-5w8ynh
Blue Phoenix Labs,"Meet Bella, your AI teammate! This friendly chatbot from Blue Phoenix Labs helps you win leads and streamline operations.",https://devpost.com/software/blue-phoenix-labs
ArthaRaksha,When Gen-AI Rescues You from Financial Fraud and Creates Social Impact,https://devpost.com/software/artharaksha
VACCINATION AND CHECKUP ASSISTANT,Stress-free health: Keeping your family up-to-date on vaccination & checkups!,https://devpost.com/software/vaccination-and-checkup-assistant
Ask Anya,"Let's break the taboo around women's health. Ask Anya fosters a safe space for open conversations and empowers you to ask anything, anytime.",https://devpost.com/software/ask-anya
Mental Health Wellness bot,"A mental health wellness bot is a specialized type of chatbot designed to support and promote mental well-being. The bot can guide users through mindfulness meditation, stress management.",https://devpost.com/software/mental-health-wellness-bot
InvestorMegamind.AI,InvestorMegamind.AI is a cutting-edge AI-powered investor relations platform that leverages generative AI to provide personalized and effective communication between companies and their investors.,https://devpost.com/software/investormegamind-ai
Bluetooth controlled car,Drive into the future with our Bluetooth-controlled car—innovation in the palm of your hand!,https://devpost.com/software/bluetooth-controlled-car
Serena,"Meet Serena - Your Mindfulness bot, helps you in guided meditations, affirmations, story-like meditation for kids, proper response to emergency issues and much more!",https://devpost.com/software/serena-nbzvpu
Mindful Ness Helper,"Meet Ness! The mindfulness expert that is ready to help you in making sure you get started the right way on you day helping you with your mental health, a personal affirmation, or a simple quote!",https://devpost.com/software/mindful-ness-helper
Rchaty,connecting the world together,https://devpost.com/software/rchaty
Vertex-Deconstructor,AI assistant that helps users learn the Python version of what they are creating in Vertex AI,https://devpost.com/software/vertex-deconstructor
InvestiMate,Learn with Ease...Trade with Confidence...,https://devpost.com/software/investimate
MyAnswer,MyAnswer is an AI web application designed to enhance the exam experience for partially blind individuals. Platform for remote assessments receive instant feedback through audio and text.,https://devpost.com/software/myanswer
OrderIQ,"Struggling with long lines and frustrated customers? OrderIQ streamlines ordering with an AI-powered system. Customers order directly, staff focuses on service, and everyone enjoys a better experience",https://devpost.com/software/orderiq
FormPal,Never fill out a form again! Have FormPal fill out any form questions using your personal context powered by Vertex AI!,https://devpost.com/software/formpal
QuikTriage: AI Virtual Nurse Assistant.,"Patients frustrated? Doctors overwhelmed? Fret no more. QuikTriage, the automated AI triage assistant, cuts wait times, boosts patient satisfaction, and maximizes doctor productivity.",https://devpost.com/software/quiktriage
TaskNinja,"Platform harnesses the power of AI to hire skilled professionals for any last minute , urgent task",https://devpost.com/software/taskninja
AI Lead Generation,1 AI Agent > $100K Customer Support,https://devpost.com/software/ai-lead-generation
GEminem,Unleash your creativity with GEminem. Practice inventive verses or engage in dynamic rap battles to elevate your lyrical prowess. Challenge yourself and watch your freestyle skills soar.,https://devpost.com/software/geminem
Soil testing,Test a soil through mobile phone,https://devpost.com/software/soil-testing
Journal Amigo,Journaling simplified,https://devpost.com/software/journal-amigo
Schedule Maker,"The goal is to create a productivity booster AI chatbot that involves designing a system that helps users manage their time, tasks, and goals efficiently",https://devpost.com/software/schedule-maker-o3su41
pizzafrd,ordering pizza with no hustle!,https://devpost.com/software/plateful-walqcm
ShopSmartBot - An E-commerce Customer Support AI Agent,"ShopSmartBot: Your Instant, Intelligent E-commerce Assistant.",https://devpost.com/software/shopsmartbot-an-e-commerce-customer-support-ai-agent
Vision AI,"""Vision_AI: Revolutionizing navigation for the visually impaired with real-time, AI-powered obstacle detection and feedback using smart glasses equipped with ESP32 and LiDAR sensors.""",https://devpost.com/software/vision-ai-njw5xi
Knowledge bot,A bot which analyzes pdf and frames questions which help in framing quiz questions,https://devpost.com/software/knowledge-bot-qhin5b
travel-companion,AI chat Bot - Travel assistant,https://devpost.com/software/travel-companion-cmd5gn
Eco Trivia,Eco Trivia is a mix of mobile game and knowledge oracle about sustainability. Not enough people involved in climate action. Quiz helps education via bite-sized fun quizzes and the oracle teaches more.,https://devpost.com/software/eco-trivia-q3rcdk
AI Clinical Note,"The AI Clinical Note integrates Vertex AI Agent to analyze multimodal data from lab reports. By leveraging GenAI, it highlights abnormal lab results for quicker and more efficient patient's diagnosis.",https://devpost.com/software/ai-clinical-note-uqytc9
EcoWarrior,EcoWarrior is a conversational AI agent designed to educate and raise awareness about environmental issues among young adults.,https://devpost.com/software/ecowarrior-pclawh
Interview Hero,Don’t wing it. Mock it. Ace your next interview.,https://devpost.com/software/interview-hero-xfucdv
AI Decision Clerk1,"Our AI Agent analyzes a draft decision to ensure that the judge’s decision is consistent with legal precedents it cites, enhancing the integrity and efficiency of courts, and boosting productivity.",https://devpost.com/software/ai-decision-clerk1
AI - Conflict Mediation,Turning Conflicts into Conversations supported by AI Empathy - powered by Vertex AI Agent,https://devpost.com/software/ai-conflict-mediation
Legal Luminary,Say goodbye to tireless document page flipping to get answers. This tool helps legal practitioners instantly access precise insights from documents and accelerate casework with AI-powered efficiency,https://devpost.com/software/legal-luminary
Palette-9,"Create your instagram feed contents, with Gen AI only putting your brand Identity and colors.",https://devpost.com/software/palette-9
ProdPal AI,Your virtual sidekick for meeting and email management,https://devpost.com/software/prodpal-ai
Workout Genie,Empower Your Workouts with Workout Genie: Your Virtual Fitness Coach!,https://devpost.com/software/workout-genie
Interview Guru,Help students prepare for interviews by asking relevant questions and providing guidance on answering them effectively.,https://devpost.com/software/interview-guru
Sentiment Spin,Utilizing AI and Blockchain for Financial Sentiment Analysis,https://devpost.com/software/sentiment-spin
Pixelam,Eco-Tourism AI Solution,https://devpost.com/software/pixelam
Smart Graahak,"Smart Graahak allows users to search for products effortlessly, understand their benefits, and make informed choices about sustainability and safety. Smarter, hand more responsible shopping decisions.",https://devpost.com/software/smart-graahak
Iot based smart shopping system,Reduces waiting time in queue,https://devpost.com/software/iot-based-smart-shopping-system-s56epg
PersonalizedHealthCoach,"""Your Journey, Your Coach, Your Health""",https://devpost.com/software/personalizedhealthcoach-vaz6nd
Smart street light,People awareness,https://devpost.com/software/smart-street-light-or7s56
Jarvis,"AI personal assistant to manage your Emails, calls and other social media accounts to make your day productive.",https://devpost.com/software/jarvis-zc47or
Kalaha,Culturally-sensitive Chatbots for Health Education,https://devpost.com/software/kalaha
KNOCOBOT,"KNOCOBOT - Knowledge-Core Bot which is a educational chatbot build which provides answers in vernacular languages, text-to-speech, resources links, video links, Youtube video rendering, for users.",https://devpost.com/software/knocobot
Hey Buddy - An interactive AI learning companion,"A Chrome extension that can assist users with technical questions, summarize website contents, and conduct knowledge checks while adapting to users' persona and age for personalized support.",https://devpost.com/software/hey-buddy-an-interactive-ai-learning-companion
Phrase Origins: Guess the Source & Year,"Phrase Origins: Challenge your knowledge, claim your fame!""",https://devpost.com/software/phrase-origins-guess-the-source-year-3btvo1
75 hard challenge,"In today's fast-paced world, our lifestyle bot helps users maintain their health by providing reminders to stand, stretch, exercise, eat, and hydrate, ensuring a balanced and healthy routine.",https://devpost.com/software/75-hard-challenge
The Indian Mountain School - Digital Experience by Vertex AI,"Imagine a school in the Indian mountains providing digital experience by Gemini. Students exploring their textbooks, solving math problems, checking scorecards & booking admission all using Vertex AI.",https://devpost.com/software/the-indian-mountain-school-digital-experience-by-vertex-ai
SkillSage: Your Personal Career Certification Advisor,"SkillSage, an intelligent bot that analyzes your skills and recommends tailored certifications. Whether specialized Google certificates or general ones, It guides for best professional certifications",https://devpost.com/software/skillsage-your-personal-career-certification-advisor
FreshGuardian,"FreshGuardian uses GCP's Vertex AI to identify ripe fruits and offers a user-friendly chatbot, ensuring you always pick the best fruit for peak flavor and nutrition.",https://devpost.com/software/freshguardian-hj1ebu
MindBuddy,"MindBuddy uplifts user mental health through safe spaces and personalized coping strategies. It can provide users with breathing exercises, coping advice, and mental health resources.",https://devpost.com/software/mindbuddy-emgfz0
Google Taxes Expert,The Google Taxes Expert Egent will assist the user with K-10 form Google Taxes report of the years 2022 and 2023,https://devpost.com/software/google-taxes-expert
Mavin,"The AI-driven solution for seamless research report automation on WhatsApp. Effortlessly handle audio and text with top-tier translation, transcription, and PDF generation capabilities.",https://devpost.com/software/mavin
IT order creation chat agent & verbal reasoning search agent,"In this project, I will dive into two exciting projects: the Order Creation PlayBook & Verbal Reasoning Chat Agent, how cutting-edge solutions revolutionize business & academic pursuits innovation.",https://devpost.com/software/it-order-creation-chat-agent-verbal-reasoning-search-agent
CampaignCraft AI,"Find winning products, craft targeted email campaigns - effortless email marketing from concept to conversion.",https://devpost.com/software/campaigncraft
Gemini Finance Oracle,Multi-modal VertexAI App that will ease investor life for making finance decisions,https://devpost.com/software/gemini-finance-oracle
Steady Support,"The Steady Support Bot serves as a digital companion for mental well-being, offering guidance, resources, and coping strategies to help users manage stress and improve their mental health.",https://devpost.com/software/steady-support
Ethical Shopping Chat Agent,Your Guide to Conscious Consumer Choices.,https://devpost.com/software/ethical-shopping
Neo Companion Bot,Neo is envisioned as a calming corner companion within a mobile application. It leverages the power of Flutter for a user-friendly interface and potentially integrates with Gemini for some functional,https://devpost.com/software/neo-companion-bot
JobSherlock,Your AI-powered job search companion for perfect resumes and cover letters,https://devpost.com/software/jobsherlock
TalentLink,TalentLink: Revolutionizing recruitment with AI-powered precision,https://devpost.com/software/talentlink
ByteGuard,"Elevate your code quality with ByteGuard, your AI-powered code review assistant",https://devpost.com/software/byteguard-lbx1p3
