name,description,link
16_Can we see the past,computer can see,https://devpost.com/software/16_dual-agent-gans-for-faces
125_Multi fingers artist: Simulation of super artist,A super artist with a massive number of fingers able to draw,https://devpost.com/software/multi-fingers-artist
94_futuristicArts,future Made,https://devpost.com/software/futuristicarts
95_WTA,#Saudi_Culture,https://devpost.com/software/95_wt
63_Picasso style Transfer To 3d Cubic Art,"Converting a painting to Picasso style using pre-trained deep learning model retained on Picasso paintings, and then converting the results to animated cubic art.",https://devpost.com/software/63_project_test
142_lambda,"From pain comes light, who can believe that the touch of a tumor in a skull can light up a culture and revive a tradition though artificial intelligence to let pain speak",https://devpost.com/software/lambda
102_AI-Technologies,We plan to show the power of AI Technologies in art fields,https://devpost.com/software/102_ai-technologies-84xcl0
53_Artificial Seasons,"4 different artworks are generated using Deep Learning models, each artwork will represent a weather season: Winter Spring Summer and Autumn and it's relation to human beings.",https://devpost.com/software/artificial-seasons
114_AI Paint brush,An art for the macine by the machine,https://devpost.com/software/a-meaning-in-randomness
52_DeepEmotion,"we tried to find emoition style behind the best art of all time by training a DCGAN model. The result of GAN shows that the dataset is biased to sadness. Therefore, apply style transfer to happiness.",https://devpost.com/software/kaogan
17_3A,Saudi Arabia through our eyes,https://devpost.com/software/17_3a
33_UltimatePattern,It is time for AI to learn the ultimate beauty Arabic Patterns,https://devpost.com/software/33_ultimatepattern
27- Arabica Transfer Style,We are using an AI to display Saudi Arabian identity through Saudi portrait.,https://devpost.com/software/27-arabica-transfer-style
108_AI2030,Portraying the beauty of Saudi Arabia through Artistic Intelligence.,https://devpost.com/software/ai2030
101_DrawingbyWords,Drawing Pictures inspired from words.,https://devpost.com/software/101_drawingbywords
56_art_ai,Our idea is to generate image from two input,https://devpost.com/software/56_art_ai
47_Novel Art,computer bed time story,https://devpost.com/software/47_
156_NeonFusion_TheFutureOfArt,What is the future of art ? An ideal art piece of future will have synergy between tradition and technology. Neon Fusion is the future of art where tradition meets technology and future,https://devpost.com/software/tek
84_GANeye,Little did the Snapchatters know they were making art all alone?,https://devpost.com/software/ganeye
-,-,https://devpost.com/software/ai-star
105_The ai art,.,https://devpost.com/software/the-ai-art
24_art intelligent,popularize traditional culture and enhance monuments using art and artificial intelligent.,https://devpost.com/software/24-art-intelligent
146_Coexistence,We believe of all human beings are the same and we should live in peace,https://devpost.com/software/146_coexistence
147_From the depths of the kingdom to the world,From the depths of the kingdom to the world,https://devpost.com/software/147
140_Style Transfer and the Ant Colony,used machine learning to style Transfer 2 images and the output then given to and Ant Colony to draw the final Image,https://devpost.com/software/140_untitledai
139_TUWAIQ | طويق,An Exploration of Identity.,https://devpost.com/software/tuwaiq-7xh6l1
136_The intelligent Collage,In this peace of art we are showing new Saudi visionary transformation,https://devpost.com/software/136_collage-erp8h2
97_AIArabicCalligraphy,تعليم الآلة باستخدام لوحات الخط العربي لفهم النمط الجمالي وابداع لوحات جديدة باسلوب جديد,https://devpost.com/software/97_aiarabiccalligraphy
130_MaiAlem,soon,https://devpost.com/software/130_maialem
13_1504_Shadowgraphy Intelligence,Interactive Shadowgraphy intelligence,https://devpost.com/software/13_1504_art-intelligence
48 _Calligraphy Painting,Year of Arabic Font in KSA and Great changes for Prince Mohmmed Bin Sulman the Mixed Media Digital Panting By Photoshop And Callagraphy by Alliustater,https://devpost.com/software/48-_callagraphy-painting
66 _ Realtime interactive and emotional generative painting,"We want to make art interactive to connect with people emotions, by extracting the viewer facial expressions and generating an art piece that express that stat of emotions in real time.",https://devpost.com/software/66-_-interactive-emotional-generative-painting
82_عبور,إنتاج لوحات جديدة بأسلوب الفنانين العالميين القدامى,https://devpost.com/software/project-x1ko3i2mpflj
46_ART-AI,Merging between the Saudi identity and the Arab origin,https://devpost.com/software/46_-pqb9wo
83_Aja,Combining 2 different models (DeepDream and neural style transfer),https://devpost.com/software/83_aja
112_Human Civilization,The idea is to create an image that has a face painting with terrain for the buildings،Evidence the human is the foundation of civilisation and progress based on XAI framwork that we created.,https://devpost.com/software/project-03jes718cd9k
93_khat_albakur,هو هوية بيئية لتضاريس السعودية من البحر الأحمر و الرمال والسهول والأودية و السفوح الجبلية تندمج مع الصورة الحجازية و التهامية والنجدية والساحلية الشرقية والزراعية بشكلها الطبيعي و الحر,https://devpost.com/software/93_alkhat-albakir
137_ANEOM,an initial conception for artifical intelligence in the city of neom,https://devpost.com/software/137_aneom
134_Saudi-landscape,Mixing different art styles becoming more popular with the power of AI. Mixing Saudi Landscape with Famous artists' works.,https://devpost.com/software/arabic-font-art-afa
The Night Sky,Illustration of the human experience of observing the night sky seeking for guidance & connection from the stars that are floating in a way that reflects an Arabian mythical love story about stars,https://devpost.com/software/existence
74_AljabriArt,انتاج عنصر زخرفي ذا طابع اسلامي,https://devpost.com/software/74_aljabriart
104_Project Arabia,Using AI to generate Arabic calligraphy arts,https://devpost.com/software/104_new-era
37_ARTI,"Representing bipolar disorder by drawing images shows diff situations, and by using Neural-Style algorithm In pyTorch library .We mixed two styles together then merge output image with our image.",https://devpost.com/software/37_artai
96_A-rab-I-c Calligraphy (AI),Artathon - AI blend of Arabic Calligraphy,https://devpost.com/software/table-54
80_Let me draw,"a program that makes a painting using AI, by letting the user choose an item to be the main element of the painting, and choose the abstract theme and merge all of that together to create art",https://devpost.com/software/80_let-me-draw
12_Architectural History of the Future,We folded the past and the present of Saudi architecture to produce the history of the future.,https://devpost.com/software/architecture
133_Intelligent Robot Artist,"robot that creates a creative picture through takes photos and analyses them then allows for the user to choose a particular artist pattern,after that applies the chosen pattern to the photo",https://devpost.com/software/intelligent-robot-artist-oskvxq
124_InstaDCGAN,Generate art and build a portfolio using Deep Convolutional Generative Adversarial Network (DCGAN) and sentimental analysis,https://devpost.com/software/124_instadcgan
