name,description,link
P2PBetting,"P2PBetting enhances the experience of bettting in the Web3 space, allowing for total decentralization and customization of the betting enviroment.",https://devpost.com/software/chainlink-project-v1
Coffee Block,Coffe Block lets crypto users support small coffee farms using any crypto of choice.,https://devpost.com/software/dedonatecause
Frankie,Frankie: Assemble unique dynamic NFT collections like Frankenstein and use them in an on-chain surf game with wave updates and random events powered by Chainlink.,https://devpost.com/software/frankie
ZKLiquid,An Omni Liquidity and interoperability protocol that provides seamless and secure bridging of crypto assets and data across siloed blockchains.,https://devpost.com/software/zkliquid
VDTK,"It's a cinephile app for cinephile. User's who got there video tapes, DVDs of there favorite movies can watch them all any time. VDTK is the Proof of Reserve & more. Vid30, Web3 streaming plateform",https://devpost.com/software/vdtk
Coin Sequence,Coin Sequence simplifies cryptocurrency investing by offering a user-friendly index fund that provides exposure to top-performing digital assets with automated portfolio management.,https://devpost.com/software/coin-sequence
Stratify,Abstracting asset management to TradFi,https://devpost.com/software/stratify-ku9w23
Real Maritime Assets (RMA),To solve maritime finance challenges by using Stable coin & RWA.,https://devpost.com/software/open-ship
Gaia,"As of now, ChainLink functions handle a maximum of 256 bytes of data. What if we could use minimal data to provide meaningful information to smart contracts? Gaia provides small but meaning to them.",https://devpost.com/software/gaia-ixy2tp
NovaHive,"NovaHive: Decentralize Your Success, Freelance Without Limits.",https://devpost.com/software/novahive
Subis,zkSync ( Native AA ) Decentralized Subscription Service with Gasless Payments,https://devpost.com/software/subis
Soulinus,"Secure your legacy with trust and transparency, ensuring assets transfer smoothly with blockchain-enhanced wills.",https://devpost.com/software/soulinus
VeDA (Verifiable Digital Arts) Platform,"Introducing a platform securing digital art ownership with blockchain and ChainLink. Our data feed verifies authenticity, tracks royalties, and ensures trust through community governance.",https://devpost.com/software/veda-verifiable-digital-arts-platform
Green Road,Empowering Sustainable Driving and Environmental Awareness through Blockchain Technology,https://devpost.com/software/green-road-r3jvy2
SOUL (Savings Oriented Universal Lottery) Platform,Meet SOUL: the lottery that saves! Enjoy the thrill of winning while your principal stays safe. Grow your crypto assets risk-free and win rewards. Join SOUL today,https://devpost.com/software/soul-savings-oriented-universal-lottery-platform
WOMDO,"Enhancing Brands with AI-Driven, Decentralized Influencer Marketing Solutions.",https://devpost.com/software/womdo
BlockTease,💘 OnlyFans for web3 💌,https://devpost.com/software/blocktease
Bond Tokenizer,Making bond tokenization easy,https://devpost.com/software/bond-tokenizer
Kasheba,Kasheba Analytics: Democratizing global real estate data with blockchain. Access accurate market insights and speculate on city index price movements securely. Invest smarter with Kasheba.,https://devpost.com/software/kasheba
Trivia Scholar,"A DeFi protocol with AI-powered financial education! Trivia helps retail investors navigate volatile markets, make informed decisions, and improve financial literacy with a zero-loss betting approach.",https://devpost.com/software/saldk
Onchain Investing,"Leveling the investment playing field: Our blockchain platform makes diversified portfolios of stocks, bonds, and digital assets accessible to small investors.",https://devpost.com/software/onchain-investing
Zodiak333,ZODIAK333: PLAY | WIN | TRADE Unleash Your Inner Zodiac Sign to Win in our eGaming Web3 Platform Powered by the Stars!,https://devpost.com/software/zodiak333
DVote,A Decentralized Voting System that uses Chainlink Functions to verify the validity of voters.,https://devpost.com/software/dvote-8xmgr7
TaleVault,"Tokenizing tales, empowering creative minds.",https://devpost.com/software/talevault
MultiInvest,"An app that buys crypto on different chains and RWAs offchain. In the future, the app will allow you to create your own investment strategies using AI with virtually no effort on the part of the user",https://devpost.com/software/automatic-hyfi-investment-strategies-enhanced-by-ai
TravelerSafe,"With TravelerSafe, your documents, bookings, and reviews are verified in real-time using cutting-edge blockchain technology and Chainlink oracles.",https://devpost.com/software/assettokenize-bridging-assets-to-blockchains
AIChainFusion,"Decentralized AI-powered blockchain platform that enables secure, transparent, and efficient data exchange and analysis.",https://devpost.com/software/aichainfusion
Cosmies,"A hardcore NFT PvP game with high stakes! Players mint their NFT characters and are matched against opponents. The stakes are high: losers have their NFT burned, while winners receive an NFT upgrade.",https://devpost.com/software/cosmies
TaskNinja,"Platform harnesses the power of AI to hire skilled professionals for any last minute , urgent task",https://devpost.com/software/taskninja
HealthChain Nexus: Secure & Unified Healthcare Ecosystem,"leveraging blockchain technology to address significant challenges in the modern healthcare industry, particularly in terms of information sharing and data security",https://devpost.com/software/decentralized-medical-records
dOptions,A Truly Decentralized P2P Crypto Options Protocol,https://devpost.com/software/doptions
Link a Table,"Link a Table makes restaurant reservations efficient, transparent, and hassle-free using NFTs and ChainLink Automations.",https://devpost.com/software/link-a-table
Priceture,Dynamic NFT platform that transforms your art into a mood-reflective masterpiece that shifts with the emotional currents you care about,https://devpost.com/software/priceture
OEthSon,"""Empowering Seamless Transactions: Your Trusted Platform for Secure Exchange""",https://devpost.com/software/oethson
Web3Wheels,"A decentralized autonomous Uber service using blockchain and AI. Mint, own, and trade car NFTs. Real-time data and smart contracts ensure transparency, efficiency, and seamless use.",https://devpost.com/software/web3wheels
Mental Wealth Academy,"Virtual Academy & Library Utilizing Polygon Amoy, Cardona, Avalanche fuji C-Chain, Scroll, IPFS, DAO Smart Contract and Chainlink.",https://devpost.com/software/digicat-chat
Into The Cryptoverse,"""Into the Cryptoverse"" is a web-based game designed to educate players about blockchain technology and cryptocurrency in a fun and interactive way. Our goal is to bring the next million gamers onchain",https://devpost.com/software/into-the-cryptoverse-09csi7
Travel on Chain,"This project encourages people to travel around the world and check in at various locations, enhancing their enjoyment through a combination of on-chain and off-chain activities. Await your join.",https://devpost.com/software/travel-on-chain
VideoChain,"We are engaged in the tokenization of real-world assets, including music and video blogs, through blockchain, and facilitating content monetization for creators via smart contracts.",https://devpost.com/software/videochain
GemHunter,gem hunter,https://devpost.com/software/gemhunter
Pimp Me,"Are you brave enough to step into the unknown and dare to play this game? The choice is yours, but remember, PIMP tokens are wetting for you!",https://devpost.com/software/crypto-pimp
Megawatt Hour Token,A tokenization of Renewable Energy Credits integrated with our IoT plataform that tracks energy production in Renewable Power Plants and their Consumers.,https://devpost.com/software/megawatt-hour-token
Skinswap,"The Web3 marketplace for all the gamers. Buy, Sell and Trade your in-game assets, in secure way.",https://devpost.com/software/skinswap
Blockshield,"We protect your RWA tokens. Blockshield assures your investments, guaranteeing the face value of your RWA crypto assets from default risk on its debt obligations. Invest without any worries.",https://devpost.com/software/blockshield
ComFinance,Community Finance (ComFinance) is an on-chain rotational savings platform connecting individuals and communities allowing them to pool resources and support each other financially.,https://devpost.com/software/comfinance-comfi
TokenRWA,Unlock the Future of Investment with Asset Tokenisation: Connecting Real World Assets to On-Chain,https://devpost.com/software/tokenrwa
ObotRevampChain,"Revolutionizing trading by tokenizing real world assets and agreements in ecological, agriculture and waste industry. Transparency, security and accountability is our core values.",https://devpost.com/software/obot-revampchain
Land Trading System,"The original aim of this project is to help simplify complex issues encountered in land purchasing including ownership, revenue stream, overlapping and security. Blockchain helps us solve this problem",https://devpost.com/software/land-trading-system
Buy Verified IOS Reviews,"Buy verified zelle account with all essential documents used for verification such as SSN, Drivers License, Bank documents and others at very cost effective price Place order now",https://devpost.com/software/buy-verified-ios-reviews
cpay,CPay: The One-Click Solution for Effortless Cross-Chain Crypto Transactions.,https://devpost.com/software/cpay
DeFi Builder,The all-in-one AI Powered Solution for Web3 Smart Contract Security and Deployment.,https://devpost.com/software/defi-builder-ai
Equitize,Bridging Global Real World Assets Onchain.,https://devpost.com/software/equitize
Luffy Protocol,Private and transparent fantasy sports solution using zero knowledge cryptography,https://devpost.com/software/luffy-protocol
ProSoccer,The first multi-chain digital football experience.,https://devpost.com/software/prosoccer
KycWonder,A way to verify the year of birth and country on-chain. The idea is to allow KYC providers to integrate our service and push those 2 values on-chain for protocol verification.,https://devpost.com/software/kycwonder
"Stekcit - tickets, the other way around","Stekcit, a mobile-first, online ticketing marketplace that leverages the trust value of the blockchain to give event creators and event attendees a better and safer experience.",https://devpost.com/software/team-stekcit
Vault,Uncompromising Asset Security and Account Abstraction.,https://devpost.com/software/vault-4dyr27
I On You Reviews,"Onchain reviews & Tokenizing Advertising Space. Aligning Users & Investors w/ the companies who share their values,& improving customer and user relationships by incentivizing companies to interact.",https://devpost.com/software/i-on-you-reviews
USDC Cross-Chain Hoarding Gateway,The MHGN Hoarding Gateway now allows for USDC hoarding and cross-chain transfers thanks to Chainlink CCIP. Hoarders can now seamlessly move there USDC across different chains and hoard their tokens.,https://devpost.com/software/hoarder-labs-usdc-ccip-integration-with-bop-by-mhgn
Ceptor's Scroll of Artistry,A platform and marketplace to streamline the buying and commissioning of art for Tabletop Role-Playing Games.,https://devpost.com/software/ceptor-s-scroll-of-artistry
Opto,"Opto is a decentralized option exchange of derivites products e.g. gas averages, Eth blob price, Equities, Metals, etc... User can either write or buy option, they can even publish custom options.",https://devpost.com/software/opto
PayFi,"PayFi is a platform that securely manages payments and engagements for influencer and brand collaborations, ensuring transparency and trust with automated engagement checking using Chainlink Any API.",https://devpost.com/software/payfi
SNACS x HYPERSDK,Snark accounts on hypersdk.,https://devpost.com/software/snacs-x-hypersdk
COiTON Real Estate Trading Platform,"Trade Real Estate Anywhere, Anytime: Unlocking Property Potential with Blockchain.",https://devpost.com/software/coiton
Ringle,"Platform to expand the NFT ecosystem (NFT AMM, VRF Game)",https://devpost.com/software/ringle
hidden gems,"geo location nft game, mint and pin works of art around the globe.",https://devpost.com/software/hidden-gems-8u94bj
ChainSphere,"A Decentralized Social Media Platform, Empowering users with control over their data and incentivizing valuable content",https://devpost.com/software/chainsphere
Healthcare chatbot,"Build a chatbot that provides personalized health advice, medication reminders, and connects users with healthcare professionals when necessary.",https://devpost.com/software/healthcare-chatbot
metaX network,Build your digital asset with X,https://devpost.com/software/metax
Resume360 Global Profiler,"Unlock your career with blockchain resumes: Seamless, secure, and streamlined job search.",https://devpost.com/software/resume360-global-profiler
Smart Disperse,"All Chains, One Solution Smart-Disperse Your Crypto Transactions!",https://devpost.com/software/smart-disperse-n7gfe6
SHA256,"Exploring Web3.0, fashion, and sustainability.",https://devpost.com/software/sha256
PropertyPulse,"Unlocking Real Estate Opportunities with Decentralized, Transparent Investments Powered by Blockchain and Chainlink",https://devpost.com/software/propertypulse
DevTrad,"DevTrad: Trade Confidently, Prove Securely.",https://devpost.com/software/devtrad
gre-dapp,"""Empowering Longevity: Join Gre-Dapp for a Healthier, Happier Future!""",https://devpost.com/software/gre-dapp
prodoc,"""ProDoc: Securely Write and Share Documents Anonymously with Zero-Knowledge Proof Encryption.""",https://devpost.com/software/prodoc
gocard,"""GoCard: Play, Collect, and Battle with Crypto-Powered Cards!""",https://devpost.com/software/gocard
greze,"""Greze: Experience Crypto-powered Gaming with Real-time Blockchain Integration!""",https://devpost.com/software/greze
Clrsi,"""Clrsi: Empowering Collegiate Collaboration, One Decentralized Project at a Time.""",https://devpost.com/software/clrsi
DeftDao,"""DeftDAO: Where Traders Get the Best Price, Every Time.""",https://devpost.com/software/deftdao
roctapp,ROCTapp: Redefining Social Networking on Scroll,https://devpost.com/software/roctapp
hearu,"""HearU: Where Podcasting Meets Blockchain, Empowering Creators and Listeners Alike.""",https://devpost.com/software/hearu
cr-cro,Empowering unsecured credit lending in the blockchain realm.,https://devpost.com/software/cr-cro
crickdao,Decentralized Fantasy Cricket Platform,https://devpost.com/software/crickdao
daopass,"""DAOpass: Decentralizing Event Access""",https://devpost.com/software/daopass
BettleGround,BettleGround: Wager Anywhere. Seamless Blockchain Betting Across Networks.,https://devpost.com/software/bettleground
Sol - Hackathon Submission Best Practices,Tips and Tricks to submit your project,https://devpost.com/software/sol-project-ad7uzx
Crypto Mayhem VRF,"Crypto Mayhem is unique in the way it simultaneously creates and develops multiple games, where players' decisions affect the world and gameplay of other games within the universe.",https://devpost.com/software/crypto-mayhem-vrf
GiG2Hire,"An onchain trustless and zero fees, freelance hiring platform.",https://devpost.com/software/gig2hire
CatBonds Protocol,"A Web3 protocol for creating, investing, and trading in climate catastrophe bonds. CatBonds is a trustless and permissionless protocol implementing the $40 billion Catastrophe Bonds market on-chain",https://devpost.com/software/catbonds-protocol
LinkSwap,"LinkSwap 🔗🔄 - Secure cross-chain token transfers across different blockchain networks with ease, leveraging Chainlink's CCIP, Functions, Automation and Data Feeds for reliability and efficiency.",https://devpost.com/software/linkswap-2vtm5j
AklaNF,AklaNF - Strengthening Avalanche Validator Network through RediYeti-Inspired Delegation Guarantor,https://devpost.com/software/aklanf
ArtiGuard,ArtiGuard: NFT Integrity Sentinel,https://devpost.com/software/artiguard
kifi,"""KiFi: Where NFTs Meet DeFi - Earn Yield on Your Digital Assets!""",https://devpost.com/software/kifi
ExBiFi,"""ExBiFi: Where NFTs Meet Social Networking - Curate, Earn, Connect!""",https://devpost.com/software/exbifi
DigiTrust,"DigiTrust generates 3 vaults, and ach vault has a different risk/reward profile. Chainlink automation triggers a request to VRF Coordinator that ultimately determines the ROI for each vault.",https://devpost.com/software/digitrust
CrossChainSwap,CrossChainSwap: Seamless Crypto Swapping Across Blockchains,https://devpost.com/software/crosschainswap
BasketSwap,Wrap multiple ERC20s into NFTs. Swap with HTLC! Sell for ETH! As permissionless as it can be!,https://devpost.com/software/basketswap-r64a7v
SecureYield,SecureYield: Decentralized Insurance for DeFi Investments,https://devpost.com/software/secureyield
AutoGaurd,AutoGuard: Autonomous DeFi Position Management,https://devpost.com/software/autogaurd
MicroSprint,Decentralized Micro-Funding with MicroSprint,https://devpost.com/software/microsprint
Overtrust,"Our project aims to be the world's first digital score rating, cross-referencing data from users, banks, fintechs, and onchain and offchain data acquired through the Chainlink CCIP.",https://devpost.com/software/overtrust
Cadwyn,Web3 platform to create and participate in fair and transparent raffles.,https://devpost.com/software/cadwyn
Chain stay,chain stay uses crypto for transactions to reduce foreign fees and enable global use.We are also developing the ability to make payments on EVM chains via CCIP for seamless and convenient transactions,https://devpost.com/software/crypto-airbnb
yeildExpress,"YeildExpress is a go-to platform linking farmers and transporters, farmers can state what and where they want to move and the right transporter to move their products.",https://devpost.com/software/yeildexpress
The Andromeda Nexus: An XR/MR Gateway,The Andromeda Nexus is humanity's most ambitious project: an intergalactic space station pushing the boundaries of XR/MR technology.,https://devpost.com/software/eos-space-station-heavy-constellation-a-blockchain-based
Sporteka,"Sporteka aims to revolutionize the sports industry by providing a cutting-edge Blockchain platform where users can trade future contracts of players, invest in clubs.",https://devpost.com/software/sporteka-nbo3fp
TokenVault: Unlocking Asset Potential,Unlock the Value of Your Assets with Tokenization,https://devpost.com/software/let-s-do-rwa
DecentralAds,Dynamic and decentralized in-game advertising,https://devpost.com/software/decentralads
Bitbuzz,"Revolutionizing Content Engagement, To empower content creators and audiences by creating a fair, transparent, and rewarding digital content ecosystem.",https://devpost.com/software/bitbuzz-9ctwd5
podfi,a decentralized podcasting platform on the introducing tokenized rewards,https://devpost.com/software/podfi-i97t62
Agrix,"Agrix is a blockchain platform where technology meets tradition in agriculture, local business and biodiversity. we are dedicated to transforming local businesses.",https://devpost.com/software/agrix-a6p80e
Experience Explorer,"Explore the AI-generated experience in Virtual Reality, earn tokens and generate NFT",https://devpost.com/software/experience-explorer
RafVerse,"One raffle, Lifetime impact",https://devpost.com/software/rafverse
Social Bank,Social Bank revolutionises charitable giving by using blockchain to turn your savings' yields into donations. Support your favourite causes while keeping your principal secure and accessible.,https://devpost.com/software/socialbank-project
Yoh Partner,Unleash the power of Yoh Partner: The Ultimate Solution for Secure Cross-Chain Data Storage and Printing! Seamlessly navigate our decentralized service across multiple blockchain networks.,https://devpost.com/software/yoh-partner
NFT Loan,NFT Loan,https://devpost.com/software/nft-loan
Streamie,"Spread Smiles, Streamers Style!",https://devpost.com/software/streamie
Utopian DAO,"Decentralized Game Asset Mangement with Cross chain Liquidity OverCollateralized StableCoin, Assets backed by Undercollateralized Stable Coin Loans and Player suspension with asset liquidation option.",https://devpost.com/software/utopian-dao
identiFi,"Your Digital Identity Reinvented. Create Once, Identify Everywhere",https://devpost.com/software/identifi-46wsv8
AlphaDAO,AlphaDAO brings investment management on-chain by enabling fund managers to structure their organisation and run their operations as a DAO using Scroll smart contracts,https://devpost.com/software/alphadao
TrueID,"TrueID: Innovating credit scoring through Chainlink oracle technology, reducing over-collateralization requirements in DeFi loans, providing users with more flexible and convenient loan conditions.",https://devpost.com/software/trueid-m1dkzj
Nexus,Use CCIP to create richer multi-chain applications for NFTs,https://devpost.com/software/erc6551-bridge
DONO Layer Architecture,Efficient Layered Blockchain Architecture Utilizing Layer 2 Offloading and Resource Management,https://devpost.com/software/dono-pg65qd
Block Mage Minion,A on chain game where players create and train BlockMage Minions,https://devpost.com/software/block-mage-minion
FinInspect,"FinInspect aims to enhance the integrity of financial transactions by leveraging Chainlink VRF and other advanced technologies for unbiased, random compliance audits.",https://devpost.com/software/probamarket
MonaChat VR,Chat and interact with on-chain art in VR! Powered by the Mona Unity SDK and Polygon smart contracts.,https://devpost.com/software/monachat-vr
GreenDefi Protocol,Empowering Green Initiatives through Decentralized Finance,https://devpost.com/software/greendefi-protocol
Federation Cloud,"Empowering Web3 Marketing - Unified, Personalized, Real-Time Campaigns Across Blockchains.",https://devpost.com/software/federation-cloud
LuckyRebates,Get cash back via Web3 && free draw！,https://devpost.com/software/luckytask
Sentiment Spin,Utilizing AI and Blockchain for Financial Sentiment Analysis,https://devpost.com/software/sentiment-spin
ChainDraw-Fair-Ticket,"""Fair, Transparent, and Secure Concert Ticketing for Everyone""",https://devpost.com/software/chaindraw-fair-ticket
AuctionClub,AuctionClub is committed to providing users with a high-quality auction experience and becoming a leader in the auction industry.,https://devpost.com/software/auctionclub
Fury Racing,"Fury Racing is an on-chain racing manager strategy game leveraging Chainlink VRF V2.5, Chainlink Functions, and Chainlink Automation. Currently deployed on Avalanche Fuji.",https://devpost.com/software/fury-racing
TCMerit,TCMerit is a peer-to-peer charity platform based on smart contracts that provides rescuers and donors with a completely open and transparent donation method.,https://devpost.com/software/aleaf-dao
Luckeia,More Fair More Luck,https://devpost.com/software/luckfair
Smart Car Parking System Using IOT,The main aim of this project is reduces the risk of finding the parking slots in any parking area. It eliminates the unnecessary travelling of the vehicles across the filled parking slots in a city.,https://devpost.com/software/smart-car-parking-using-iot-wlpe0b
Peerfuse,Take on a Role and Have Fun,https://devpost.com/software/peerfuse
HACKATHON,"The MIT License (MIT) Copyright (c) 2018 Truffle Permission is hereby granted, free of charge.",https://devpost.com/software/hackathon-fh13ri
hello,hello,https://devpost.com/software/hello-gtj7hw
Arcane Tarot,Explore mystical insights and the secrets of the universe through innovative blockchain tarot readings. Get ready for a magical journey!,https://devpost.com/software/arcane-tarot-k1h9u0
MintArtAI,"AI Art NFT trading platform, mint NFTs using prompts, cross-chain purchase of NFTs",https://devpost.com/software/mintartai
Show off,"""Show Off"" revolutionizes crypto engagement by blending social interaction with AR. Visualize and interact crypto assets like 3D NFTs and Tokens with AR. Record and share AR experiences on Lenster.",https://devpost.com/software/show-off-9f1lue
Chainlinkator,"Chainlinkator is a seedless, chain-abstracted, and gasless cross-chain wallet for onboarding new Web3 users that abstracts private keys by using a seedless wallet and CCIP to connect to any chain.",https://devpost.com/software/chainlinkator
Influence Agent,Platform to control influencers using blockchain and AI,https://devpost.com/software/influence-agent
DragonNinja,#Gamefi#Socialfi#L2,https://devpost.com/software/dragonninja
AccGarda,"A multi-asset Smart Account with configurable hack-resistance features including gasless guardianship, social recovery, time-delayed transactions and a simple frontend.",https://devpost.com/software/accgarda
HYPNOS,"We are a Game-Fi that players earn and invest without realizing it and with a lot of abstraction. Interoperability, automation, random numbers and RWA with Chainlink.",https://devpost.com/software/hypnos-eqbp5r
Hivly,Hivly is an integrable protocol that allows anyone to hire and pay service providers without the need for a middleman by using Smart Agreements.,https://devpost.com/software/hivly
SendYa,"We enable users to send equivalent amount of local fiat currency over USDC on-chain, eliminating the need to exchange USD for local currency for daily expenses.",https://devpost.com/software/harmonizer-uql65o
Greedy World,"Ecotool, 3rd Generation GameFi, Fighting More Earn, Tokens Battle Royale, you are both the hunter and the hunted. No Pledge, No Mining, No Ponzi.",https://devpost.com/software/greedy-world
SANCTUM LINK,The Sanctum Link Protocol: Revolutionizing Web3 KYC,https://devpost.com/software/sanctum-link
2PM.Network,AI Inference and Training Network,https://devpost.com/software/2pm-network
Fate Cards,Unveil the destiny written in your stars,https://devpost.com/software/fate-cards
Seamless Blockchain Game with Smart Wallet and ChainLink VRF,"Chicken Merge Game uses ChainLink VRF & Account Abstraction (Smart Wallet) on AVAX to make Lottery System, engagement with Gameplay, perform transactions, without traditional interactions complexities",https://devpost.com/software/seamless-blockchain-experience-with-smart-wallet-on-avax
Opchain,It brings the power of options on chain.,https://devpost.com/software/opchain
Generative AI Blockchain Security Analysis System,Effective And Fast.,https://devpost.com/software/generative-ai-blockchain-security-analysis-system
Voting dapp,"Empowering Democracy: Secure, Transparent, and Decentralized Voting for All.",https://devpost.com/software/voting-dapp-tjzv8m
KFC Crazy Thursday Vme 50,This smart contract utilizes Chainlink VRF to randomly select a winner and Chainlink Keepers to trigger the lottery function every week.,https://devpost.com/software/kfc-crazy-thursday-vme-50
Zero Internet,Bridging internet barriers to AI and blockchain spread,https://devpost.com/software/zero-internet
SportsChain,Invest in Your Team's Victory!,https://devpost.com/software/sportschain-yo7m1q
SecureDocs,"Decentralized, cross-chain document Security Protocol",https://devpost.com/software/securedocs
minterLINK,NFT collection inspired by our crypto community. Generating a random doggo.,https://devpost.com/software/lens-auto-minter
Decentralised News Feeds Application,News Feeds at Your Service,https://devpost.com/software/news-app-qzbvrs
ProxyWallet,People struggle making sure their counterparty won't go rogue after they execute an agreement We solve it with a wallet that allows to blacklist rogue functions&ensure good functions will be executed,https://devpost.com/software/proxywallet
GitHub Tasks,Contribute to GitHub repositories on-chain,https://devpost.com/software/github-tasks-vgbfor
BuckyFinance,"An innovative Cross-chain CDP Protocol integrating AI in credit system, leveraging Chainlink's technologies.",https://devpost.com/software/buckyfinance
SupplyGuard,"SupplyGuard introduces a transformative approach to managing supply chains by leveraging blockchain technology to enhance transparency, accountability, and operational efficiency:",https://devpost.com/software/supplyguard-93sb5a
Youmio,Youmio is not just another video conferencing tool; it's a decentralized platform that redefines real-time communication by incorporating Decentralized Streaming and User Empowerment,https://devpost.com/software/youmio-tfjanw
imaginova,"Imaginova is an AI platform designed to revolutionize how users interact with and manipulate digital images. It offers tools for modifying images, ensuring integrity through blockchain",https://devpost.com/software/imaginova
Revolver,"Russian Roulette game built with Chainlink VRF. Players can wager LINK on the game, winner withdraws the pot.",https://devpost.com/software/revolver
battle through heaven web3 rpg game,"Enter a realm where web3 technology meets immersive RPG gameplay. Explore, battle, and conquer in a digital world like no other!",https://devpost.com/software/battle-through-heaven-web3-rpg-game
ScrollScan,ScrollScan is a tool designed to simplify the tracking of portfolio from .scroll domain,https://devpost.com/software/scrollscan
Lance,"Lance is a decentralized freelance platform that guarantees transparency and accountability through staking, built on the Ethereum blockchain.",https://devpost.com/software/lance-yq1lhp
AgroBuddy,AgroBuddy: Empowering Farmers with Blockchain Technology,https://devpost.com/software/agrobuddy-w06ar8
Buckle,Permissionlessly teleport any token to any chains with low fees. A liquidity based bridge. Repo: https://github.com/fabriziogianni7/buckle-app/blob/main/README.md,https://devpost.com/software/buckle
PayChain,"Utilize blockchain technology and Chainlink to ensure that employees' salaries are staked daily and automatically disbursed on the agreed date, guaranteeing timely salary payments and transparency.",https://devpost.com/software/paychain-1er92h
SpaceShip Racing with Smart Wallet on AVAX and ChainLink VRF,"SpaceShip Racing Game uses ChainLink VRF & Account Abstraction (Smart Wallet) on AVAX to make Lottery System, Gameplay engagement, perform transactions, without traditional interaction complexities",https://devpost.com/software/spaceship-racing-with-smart-wallet-on-avax-and-chainlink-vrf
Social King,Successful Content are Successful Memes --an emerging content investment platform,https://devpost.com/software/social-king
digishare,"Digishare is a revolutionary decentralized platform designed to facilitate the secure and transparent management, sharing, and storage of digital assets.",https://devpost.com/software/digishare
BlockWhaler,Dive into a Fair and Exciting Web3 Adventure with Customizable NFT Sharks and Dynamic Rewards!,https://devpost.com/software/blackwhaler
DeCAT: Decentralized Certification Authority,"DeCAT: Secure certificates, verified skills. Get hired faster with blockchain-powered badges & AI-driven skills insights! A super secure Digi Locker with an on-chain reputation score",https://devpost.com/software/decat-decentralized-certification-authority
AICoinGen,AICOINGEN is an AI-powered DeFi application designed to revolutionize how users create and manage ERC20 tokens,https://devpost.com/software/aicoingen-fr1w59
Missile Trajectory and Impact Simulation,"Leveraging AI and simulation technology to create an innovative, educational tool for understanding missile dynamics and promoting sustainable peace through informed decision-making.",https://devpost.com/software/missile-trajectory-and-impact-simulation-rbcxe4
Sync Drive - Where Beats and Streets Meet,Sync Drive combines immersive audio visualization and artificial intelligence to create a musical artistic experience.,https://devpost.com/software/sync-drive-where-beats-and-streets-meet
SkyTrade Air Rights Data Feed,"We collect air-rights insights from real estate markets and drones, use them to calculate and aggregate air-rights prices globally and present them through on-chain and off-chain data feed APIs.",https://devpost.com/software/skytrade-air-rights-data-feed
WiseBets,Give opinions & trade through Frames,https://devpost.com/software/wisebets
Aquarium,"Stake to any chain, from a single chain through CCIP and AA",https://devpost.com/software/aquarium-ytqh06
CertiFy,Secure Certificate Management on the Blockchain,https://devpost.com/software/certify-8vyoxg
do-for-reward,pick some task to finish and get reward,https://devpost.com/software/do-for-reward
The PDCA Token,"The PDCA Token https://www.pdca.co.za is used to bank the unbankable, develop https://www.pdca.co.za/Fintech.html Fintech, EdTech https://www.pdca.co.za/BBMA and many other use cased.",https://devpost.com/software/the-pdca-token
