name,description,link
MIcrosoft Developer AI Learning Hackathon (Greensparq),Greensparq is a cutting-edge app that puts the power of sustainable energy management in users’ hands and it's integrated with Custom AI Copilot to also answer questions about AI Learning Hackathon.,https://devpost.com/software/azure-cosmos-db-developer-hackathon
Bits & Bills,This project was developed following the provided GitHub guide during the Microsoft Developers AI Learning Hackathon.,https://devpost.com/software/bits-bills
Microsoft AI Learning Hackathon - Phase 1,This is the submission for the phase 1 only.,https://devpost.com/software/microsoft-ai-learning-hackathon-phase-1
Phase 1 submission,Phase 1 deliverables submissions,https://devpost.com/software/phase-1-submission
Phase 1 : Co-Pilot Submission,This is the submission for Phase 1 (Follow the provided step-by-step developer guide to build a custom AI copilot),https://devpost.com/software/phase-1-co-pilot-submission
Submitting for Phase 1,Submitting for Phase 1,https://devpost.com/software/submitting-for-phase-1
HelpMate AI,Your intelligent support partner,https://devpost.com/software/helpmate-ai
SLP Team,Submitting for Phase 1,https://devpost.com/software/slp-team
Advanced Semantic AI Platform (ASAP),"ASAP is an AI-powered, all-in-one platform for code and documentation generation. It blends AI efficiency with the reliability of traditional, time-tested systems to deliver high-quality results.",https://devpost.com/software/aiwritingassistant
Azure Cosmos DB Developer Cloud Skills Challenge Phase 1,Completing Phase 1 of the Azure Cosmos DB Developer Cloud Skills Challenge was a lot of fun,https://devpost.com/software/azure-cosmos-db-developer-cloud-skills-challenge-phase-1
AI powered bike shop bot,Your Cosmic Concierge: AI-Powered Shop Assistance,https://devpost.com/software/ai-powered-bike-shop-bot
AI-Neuro-Mind,Developing a custom AI co-pilot,https://devpost.com/software/ms-ai-learning-hackathon
MapleBond,"Connecting Cultures, Creating Community",https://devpost.com/software/dailyengbuddy
chatty the chat bot,A chat bot that discuses the weather,https://devpost.com/software/chatty-the-chat-bot
AI-Driven Mental Health Companion,"This app provides mental health support through conversational AI, offering personalized advice, mood tracking, and mental health resources based on user inputs and interaction history.",https://devpost.com/software/ai-driven-mental-health-companion
style buddy,An AI which helps you in shopping giving suggestions ( only text ),https://devpost.com/software/style-buddy-ru4hl7
Cosmic works Phase 1,"Friendly chatbot for enquiring about products at Cosmic Works, a bicycle and bicycle accessories store.",https://devpost.com/software/beginner-project-r9puoh
DTDL-CustomerCare,Autonomous Assistant transforming DTDL Customer Care,https://devpost.com/software/cosmocare
MSFT-AI-Hackathon,For Phase 1,https://devpost.com/software/msft-ai-hackathon
Toastmaster Gen-AI,A Toastmaster ChtBot which would answer questions about Toastmaster program.,https://devpost.com/software/autism-speaks-7lf9yc
AI app with azure DB,ai app microsoft azure DB,https://devpost.com/software/ai-app-with-azure-db
Azure Cosmos DB Developer Cloud Skills Challenge,Azure Cosmos DB Developer Cloud Skills Challenge Rosário Correia,https://devpost.com/software/azure-cosmos-db-developer-cloud-skills-challenge
AI Developer Learning Journey with Custom Copilot,Copilot app to get started with understanding chat completions and exploring its potential.,https://devpost.com/software/ai-developer-learning-journey-with-custom-copilot
Phase 1 Submission,Completion mails for part 1 & 2 + Copilot screenshot,https://devpost.com/software/phase-1-submission-a9wcjy
my phase 1 learning,i have completed the phase 1,https://devpost.com/software/my-phase-1-learning
Phase 1 : CosmoTonic,Our open source builders' community shares a TON of information including code on our discord with 850+ members. CosmoTonic uses long-term & short-term memory to help us out on our oss ai projects!,https://devpost.com/software/phase-1-cosmotonic
Marcos Valdez Phase 1,Demonstration of AI copilot with Azure Cosmos DB,https://devpost.com/software/mhvaldez-phase-1
Jarvis 2.0,"Meet Jarvis 2.0, your upgraded AI assistant for smoother daily routines and enhanced productivity.",https://devpost.com/software/jarvis-2-0-mbcj6a
Phase 1,Complete Phase 1,https://devpost.com/software/phase-1-s4fix6
MS Open AI Copilot,"Custom AI-enabled copilot written in Python, leveraging Microsoft Azure's OpenAI services and vCore for Azure's Cosmos DB for MongoDB, allowing for a neat intelligent chat application.",https://devpost.com/software/ms-open-ai-copilot
Phase 1 : Azure Copilot,Azure OpenAI Copilot,https://devpost.com/software/phase-1-azure-copilot
Pokécopilot: Your AI Assistant for Pokémon Competitive Play,Dominate Pokémon battles with Pokécopilot! Our AI-powered web app will help you discover new strategies and build the ultimate team. Elevate your game and become a Pokémon Master with ease!,https://devpost.com/software/test-yf9uen
CurateIQ,"""To be announced""",https://devpost.com/software/curateiq
Submission for deliverables in Phase1,"Completed the challenges part1 and part2 , along with that we have integrated azure cosmos Db with Mongo DB v-core with open AI service and deploy that copilot ,the screenshot which is attached .",https://devpost.com/software/submission-for-deliverables-in-phase1-3bsxl7
Phase 1 Submission,Phase 1 Submission,https://devpost.com/software/churn-advisor-llm
Solaris,"""Solaris: Your AI Co-pilot - Empowering Innovation with Intelligent Guidance.""",https://devpost.com/software/solaris-7acjvr
azure-ai-learning-hackathon,My journey of learning azure open ai,https://devpost.com/software/azure-ai-learning-hackathon
ColinsProject,"Goal would be to make a copilot for either word or excel. The bot wouldn't be able to see what you are doing but you could ask basic questions, such as where to find settings etc.",https://devpost.com/software/colinsproject
EcoPantry,"Simplify Your Refrigerator, Elevate Your Health",https://devpost.com/software/ecopantry-a25t4b
PostzPal,"Generating really engaging social networks posts from just an URL, and getting relevant post recommendations, for growing your social network presence!!!",https://devpost.com/software/postzpal
HistoryChat,This chat allows you to chat with an ai agent that can reference old newspaper articles from 1945. This allows you to a different perspective of historical events,https://devpost.com/software/project1-en9fwz
TurtleAI(Custom Copilot),I have made custom copilot for phase1 submission.,https://devpost.com/software/turtleai
WebsitePeak,Website Performance Optimization with Azure OpenAI & Cosmos DB,https://devpost.com/software/websitepeak
EduBridge AI,EduBridge AI: Opening Doors to Opportunity in Rural Communities,https://devpost.com/software/edubridge-ai
Keith Mosher Phase 1,I completed the Microsoft Learn Part 1 and Part 2. My username is keith@keithmosher.com.,https://devpost.com/software/keith-mosher-phase-1
EcoSpeaks,"Welcome to EcoSpeaks, your personal environmental assistant! Get summaries and quizzes on current news with Environ-News Digest, and track your carbon footprint with our Emissions Calculator.",https://devpost.com/software/crphacks
AI-powered Bedtime Storyteller,"Transform bedtime into a magical experience with our AI-powered storyteller, crafting unique and personalized tales every night to spark your child's imagination, and nurture their dreams.",https://devpost.com/software/ai-powered-bedtime-storyteller
AI & ML Job Assistant,"Introducing the ""AI & ML Job Assistant,"" a next-gen chatbot for finding AI and ML jobs. Using LinkedIn's listings, it offers job insights, job listing information, simplifying your search.",https://devpost.com/software/asdf-hlx0ui
Microsoft Developers AI Learning Hackathon,"Code, Collaborate, Create: Unleashing Potential at the Microsoft Developers AI Learning Hackathon",https://devpost.com/software/microsoft-developers-ai-learning-hackathon-3uprae
Azure-OpenAI-Leraning,Learned to work with Azure Open AI and make my own custom AI,https://devpost.com/software/azure-openai-leraning
ClarifyMe,"ClarifyMe is your AI co-pilot for simplifying complex documentation. Instantly clarify concepts, troubleshoot errors, and boost productivity without leaving the page. Learn confidently with ClarifyMe.",https://devpost.com/software/clarifyme
Job Pilot,Stand out with your Personalized Cover Letter using the most advanced Cover Letter Copilot available with Custom Cover Letter Generation and Analytics to determine Quality of Cover Letter,https://devpost.com/software/job-pilot
Microsoft Developers AL learning Hackathon - Phase 1,Empowering Intelligent Retail with Azure OpenAI and Cosmos DB,https://devpost.com/software/microsoft-developers-al-learning-hackathon-phase-1
DigitalAristotle,Your personal tutor for any subject you want to learn.,https://devpost.com/software/financechat
Custom AI Copilot,This has a helpful assistant that answers details related to a bike shop named Cosmic Works,https://devpost.com/software/custom-ai-copilot
Write-It,This project generates daily prompts and analyzes stories with AI. We attempt to gamify the writing process to help people who do not know where to start. We then evaluate and score their stories!,https://devpost.com/software/write-it-wxndgq
Microsoft Developers AI Learning Hackathon Phase 1,Learned building AI apps with Azure Cosmos DB.,https://devpost.com/software/microsoft-developers-ai-learning-hackathon-phase-1-p45rcv
Supah Search,Supah Search searches the internet and summarizes the results while giving you the sources and respecting robots.txt restrictions. The user can also perform semantic searches on their search history.,https://devpost.com/software/tbd-w5z6ed
InstiGPT,"InstiGPT, Insti's ChatGPT. (PS: The students of IIT Bombay call their institute ""Insti"" for short)",https://devpost.com/software/instigpt
Ai copilot,"""Empower your workflow with a custom AI copilot: Smart, efficient, and ready to assist!""",https://devpost.com/software/ai-copilot
Chef Green,"Elevate your culinary experiences with personalized, sustainable recipes tailored to your dietary preferences and favorite cuisines. Enjoy detailed instructions and eco-friendly tips!",https://devpost.com/software/tbd-tomash
Microsoft Developers AI Learning Hackathon: Phase 1,Hello! This is my first hackathon!,https://devpost.com/software/microsoft-developers-ai-learning-hackathon-phase-1-es4tbx
CosmoDB solution,Cosmo.AI,https://devpost.com/software/cosmo-ai
Career Craft AI,A custom co-pilot that answers any interview and job application questions for you and like you!,https://devpost.com/software/phase-1-5wlxvq
Bikers Valley,Use the simple app chat bot to clarify any questions related to bikes and its accessories!,https://devpost.com/software/bikers-valley
Portfolio-Fullstack-Web2&Web3-Chat-With-IA,"My project is a FullStackPortfolio with an AI chat, deployed on Microsoft Azure. It offers an interactive experience, showcasing my skills and projects. Excited to demonstrate AI's impact on portfolio",https://devpost.com/software/portfolio-fullstack-chat-with-ia
AN CDB-AI,Microsoft Developers AI Learning Hackhaton,https://devpost.com/software/an-cdb-ai
Submission Phase 1,Submission Phase 1,https://devpost.com/software/submission-phase-1
Basic Custom Copilot,A copilot made by following the guide of the hackathon. No extra customization was done.,https://devpost.com/software/basic-custom-copilot
AI Learning Hackathon Phase 1 Project,The completion of Phase 1,https://devpost.com/software/ai-learning-hackathon-phase-1-project
Wedge,"Transform your project management with gamified AI, turning tasks into a fun, engaging, and highly productive experience.",https://devpost.com/software/wedge
Submitting for Phase 1,Submitting for Phase 1,https://devpost.com/software/submitting-for-phase-1-ubfq2j
UHIRED,"Master your next job interview with UHIRED! Train skills, get tailored advice, and receive real-time feedback to ace every question and land your dream job!",https://devpost.com/software/aitism
Hypertrophy coach Copilot,"""Your AI-powered sports science Copilot: Expert guidance on muscle hypertrophy, fat loss, muscle gain, and supplementation at your fingertips.""",https://devpost.com/software/hypertrophy-coach-copilot
Cosmos DB MongoDB vCore + Azure OpenAI Phase 1,Azure Cosmos DB Developer Cloud Skills Challenge Phase 1 guidelines (Individual Entrants-only),https://devpost.com/software/cosmos-db-mongodb-vcore-azure-openai-phase-1
ResuME,"ResuME is an AI chatbot that helps job seekers craft tailored resumes and present themselves effectively to employers, streamlining the job application process with advanced Generative AI from Azure.",https://devpost.com/software/resume-g5zvop
Ai Copilot Web App,CoPilot Web app created using Azure OpenAi And Cosmos DB Resources,https://devpost.com/software/ai-copilot-web-app
Ai chat bot,A custom Ai chatbot,https://devpost.com/software/custom-ai-bot
Klerk,"Klerk: Simplifying Government Services with a Multilingual AI Assistant for Accurate, Up-to-date, and Seamless Official Work Assistance.",https://devpost.com/software/klerk
EmojAi,Generate any emoji.,https://devpost.com/software/lets-learn
Smart Fitness Coach,A 24/7 Smart Fitness Coach. Get your personalized workout plans and tips. Chat with our bot for real-time insights and track your journey effectively. Participate in challenges; Connect with people,https://devpost.com/software/smart-fitness-advisor
Post-Ai.io,Make any posts across social media with media files,https://devpost.com/software/ai-caption-across-multi-social-media-platform
HireHuman,An application that will take interview speeches in realtime and tell if the student is using LLM for his interviews or his original brain using some advanced algorithms with the power of Azure OpenAI,https://devpost.com/software/hiregood
Employee Management Web-Application,Streamlining Workforce Operations: Employee Management System,https://devpost.com/software/employee-management-web-application
Opezy,Empowering Small Businesses with Big Technology,https://devpost.com/software/memento-lo7wjy
Custom AiIcopilot,Fine tuned GPT-4 on sales and customer data for enhance support.,https://devpost.com/software/custom-aiicopilot
Phase 1 - Microsoft Azure Challenge,We completed the required courses for Phase 1 and built our own co-pilot,https://devpost.com/software/phase-1-microsoft-azure-challenge
Twitter Customer Support AI Chatbot,"Twitter Support AI Chatbot Client: Enhance customer interactions with a smart, responsive AI chatbot for seamless customer support.",https://devpost.com/software/twitter-customer-support-ai-chatbot
TourMate: Your Personal AI Travel Concierge,"TourMate: Your AI-Powered Travel Planner for Unforgettable Journeys. Imagine having a personal travel concierge available 24/7, ready to tailor your dream vacation with just a few questions.",https://devpost.com/software/tourmate-your-personal-ai-travel-concierge
ZapGPT,An AI assistant for students of Fundamentals of Algorithms and Programming course at Technical University of Kosice.,https://devpost.com/software/zapgpt
Phase 1 Completion,N/A,https://devpost.com/software/phase-1-completion-za1bi8
Phase 1 Completion,N/A,https://devpost.com/software/phase-1-completion-bgnae2
AzureSensei,"Meet AzureSensei – your fun, AI buddy for mastering Azure! Whether you're a startup founder or a cloud newbie, get smart tips, and easy guidance. Say goodbye to confusion and hello to fun learning! 💡",https://devpost.com/software/azuresensei
Lego Robot AI,"Control your beloved Spike Prime 3 Lego Robot by Python code generation directly in web browser, plus Lego chatbot via speech, brick image search and live user chat!",https://devpost.com/software/lego-robot-ai
Shan's Project,Phase One Submission.,https://devpost.com/software/shan-s-project
Phase 1 Submission,My name is Grace and I am participating in the Microsoft Developer AI Learning Hackathon.,https://devpost.com/software/phase-1-submission-7it4qk
Gradr,"An app for grading paper-based tests using Azure OpenAI. The aim is to improve the current manual process by using an AI-powered web app which receives student's answers, a question and marking guide.",https://devpost.com/software/gradr-chlb0e
Intellisearch,"Imagine a search engine that goes beyond keyword matching. Our project, IntelliSearch, integrates Azure Cognitive Search, OpenAI's powerful NLP capabilities, and MongoDB within a Flask application.",https://devpost.com/software/intellisearch-korde2
ViewProd,"The ultimate tool for product managers! Enter customer pain points to get tailored app ideas with feature lists, and evaluate feature desirability, financial viability, and technical feasibility.",https://devpost.com/software/viewprod
Microsoft Developers AI Learning Hackathon Phase 1,This is Phase 1 of the Microsoft Developers AI Learning Hackathon,https://devpost.com/software/microsoft-developers-ai-learning-hackathon-phase-1-nrucd7
Microsoft Developers AI Learning Hackathon Phase 1,Custom AI copilot made following the Microsoft Developers AI Learning Hackathon Phase 1 guide.,https://devpost.com/software/microsoft-developers-ai-learning-hackathon-phase-1-4ozp6y
Foodi Copilot,"Foodi Copilot:Your AI-powered food assistant. Get personalized recipe suggestions, nutritional insights, and food product information using text or image queries. Powered by Azure OpenAI and Cosmos DB",https://devpost.com/software/foodi-copilot
phase1submission,phase1submission,https://devpost.com/software/phase1submission
Microsoft AI - Phase 1 Participation,I participated in Phase 1 of the Microsoft Developers AI Learning Hackathon.,https://devpost.com/software/phase-1-participation
Merlin: AI Career Adviser for Tech Roles,"AI-driven career adviser for tech professionals. It helps users navigate their career paths by providing personalized job recommendations, skill gap analysis, and career progression advice.",https://devpost.com/software/merlin-ai-career-adviser-for-tech-roles
AnanysisAssistant,I want to build RAG assistant to help business analysis of the insurance company to classify the reasons why old claims remain open,https://devpost.com/software/ananysisassistant
Palash's Project,Add this later,https://devpost.com/software/palash-s-project
Raisume,Smart skillsistant that identifies and infers skills from resumes,https://devpost.com/software/raisume
Ai Hackathon,AI is a fascinating topic these day. What is AI really? How does it work? There is no better place to find this out in a AI Learning Hackathon.,https://devpost.com/software/ai-hackathon-w74d1g
Phase 1 Submission,This is my submission for the Phase 1 of the Hackathon,https://devpost.com/software/phase-1-submission-y9tgo4
AgriHealth,Revolutionalize Agriculture leveraging Generative AI,https://devpost.com/software/agrihealth-li5f2g
DEVUPDATE,An AI copilot to assist wed developers visiting our platform,https://devpost.com/software/devupdate
Phase 1 Complete,Cosmic Works: Your one-stop shop for all your cycling needs. Find top-quality bikes and accessories to enhance your cycling experience.,https://devpost.com/software/phase-1-complete
aiReadEverything Book Companion,"Your ultimate Book Companion! Review, discover, discuss, and more - all in one place. Get personalized book recs, AI-generated covers, and adaptation info. Elevate your reading experience now!",https://devpost.com/software/aireadeverything-book-companion
CertificationSubmission_s1,Contains the optional certificates of the azure certification.,https://devpost.com/software/certificationsubmission_s1
Cosmos DB Developer Cloud Skills Challenge,A comprehensive 4-week learning journey to explore the fundamentals of building an AI copilot with Azure Cosmos DB for MongoDB.,https://devpost.com/software/cosmos-db-developer-cloud-skills-challenge
DevAide,"“DevAide is revolutionizing the development landscape with its cutting-edge AI copilot, powered by Azure OpenAI API. Our platform is designed to assist developers in making projects more efficiently.",https://devpost.com/software/devaide
My AI copilot,Master AI with Azure Cosmos DB: Powering the Next Generation of Intelligent Applications.,https://devpost.com/software/my-ai-copilot-clsvu6
turquoise-rabbit,Learn skills important to my career and happiness.,https://devpost.com/software/turquoise-rabbit
AI4KBAgent™ : A ServiceNow KB CoPilot Powered by GenAI,"A GenAI app for enterprises. Empower content developers to create, edit, and publish KB articles seamlessly in ServiceNow. Notify via Microsoft Teams and email. Viewers can chat and ask questions.",https://devpost.com/software/servicenow-kb-copilot
My AI Copilot,This is my AI copilot,https://devpost.com/software/my-ai-copilot-7uxi2b
Phase 1 project,This is the project to prove that I completed phase 1 of the hackathon,https://devpost.com/software/phase-1-project
ChatBot,Chat with Bot,https://devpost.com/software/chatbot-bjvuiq
Informed Explorer,Leveraging cutting-edge AI and data tools to uncover new insights and innovations.,https://devpost.com/software/informed-explorer
cosmosrgeastus,Azure Cosmos AI,https://devpost.com/software/cosmosrgeastus
SkillSync MasterMind,Where talent and job opportunities move in sync. ⏰🔗Connecting talent and opportunity with laser precision.” 🔍🎯,https://devpost.com/software/skillsync-q83nm9
Phase 1,Revisiting the Phase 1 to solidify my fundamentals in Azure and OpenAI.,https://devpost.com/software/phase-1-60ednk
Intelligent Sales Copilot,"Intelligent Sales Copilot: A virtual assistant that answers product queries, tracks sales and manages customer information, empowering your team to boost efficiency and enhance customer satisfaction",https://devpost.com/software/intelligent-sales-copilot
Sir Ragalot,Traditional methods for enhancing gaming experiences are tedious and outdated. Sir Ragalot is a gaming co-pilot designed to enrich your gaming sessions and guide you through those difficult missions.,https://devpost.com/software/sir-ragalot
Learnology,Education Platform for Teachers & Students Built using Azure Open AI,https://devpost.com/software/learnology-cglapj
Scholarly,Scholarly is a one-stop shop providing tailored tutoring services through the power of AI to students under the K12 academic curriculum. It also provides college admissions help and tutor matching.,https://devpost.com/software/microsoft-ai-learning-hackathon-phase-1-submission
Phase 1 Microsoft Developers AI Learning Hackathon,Our teams submission for phase 1 of the Microsoft Developers AI Learning Hackathon.,https://devpost.com/software/phase-1-microsoft-developers-ai-learning-hackathon
Degree Copilot,Welcome to Cosmongo. AI power your degree planning.,https://devpost.com/software/degree-copilot
AI Notes,An AI enhanced app to take notes which makes it easier for taking notes with text and image,https://devpost.com/software/ai-notes
Split N Share,"Split N Share main goal is to simplify how you manage expenses. This web app allows you to create groups, add friends and update whenever a new expense is made. Projected for financial control.",https://devpost.com/software/split-n-share
med-bot,medical chat bot that trained on large amount of data .giving accurate results,https://devpost.com/software/med-bot-r8zcig
VISOUNDAY,"Visounday is an AI video analysis and background music recommender for mini-vlog, perfect for documenting activities such as a beautiful Sunday.",https://devpost.com/software/visounday
Shop-Assistant-Bot,"The shop assistant chatbot instantly fetches detailed product info, making shopping smarter and faster.",https://devpost.com/software/shop-assistant-bot
Azure OPEN AI,This is aprt 1 submission,https://devpost.com/software/azure-open-ai-m1k27p
CGAdvocacy,Your Voice In Healthcare Policy: CGAdvocacy facilitates transparent communication between policymakers and communities. This results in equitable regulations that benefit everyone.,https://devpost.com/software/cg-advocacy
ItinerAI,"Planning trips un-necessarily hard. Drowning in browser tabs, creating complicated itineraries? How is any trip supposed to make it out of the group chat. But its 2024, now there's an app for that.",https://devpost.com/software/itinerai
LearnHive,"An AI-driven platform that customizes and manages employee training programs, tailoring content to individual learning needs and tracking progress in real-time for continuous skill growth.",https://devpost.com/software/learnhive
Microsoft AI Copilot,Custom Built Microsoft AI Copilot,https://devpost.com/software/microsoft-ai-copilot
AiCopilotX,Revolutionize chronic disease care with an AI-powered chatbot: Personalized guidance.,https://devpost.com/software/aicopilotx-jxeow1
SmartPredictor,"""SmartPredictor: Empowering Tomorrow with Intelligent Predictions""",https://devpost.com/software/smartpredictor
Timedroid,"Have you ever wanted to get insights on your employee time data. Figure out who the most outstanding employee is? Maybe analyze data? Well the answer, is here!",https://devpost.com/software/timedroid
restaurant_finder,"""Ab restro dundna hua asaan """,https://devpost.com/software/restaurant_finder
QnA Genie,- An End-To-End Q&A Based System Tool,https://devpost.com/software/qna-genie
Phase 1,Building my own AI application powered by vCore-based Azure Cosmos DB for MongoDB and use the Azure OpenAI API.,https://devpost.com/software/phase-1-mnx75t
Chess Coach Copilot,"A chess coach that can help you with any related chess ideas, like chess openings, tips, recommendations and others. with an interactive chess board that shows you the suggested position.",https://devpost.com/software/chess-coach-copilot
CosmoChatterbox,Galactic Gabs: Experience the future of AI conversations with a chat application that combines the power of Azure Cosmos DB and OpenAI to deliver stellar interactions and seamless performance.,https://devpost.com/software/cosmochatterbox
Microsoft_learning,AI learning hackathon by Microsoft,https://devpost.com/software/microsoft_learming
Submission for deliverables in Phase2,Book Finder Assistant - a serverless solution,https://devpost.com/software/submission-for-deliverables-in-phase2
Cognitive Tutor,Enhancing education through advanced AI-driven personalized tutoring,https://devpost.com/software/cognitive-tutor
Project X: The power of knowledge in the plam of your hands,"Transforming Learning: AI-driven Podcasts, Quizzes, Dynamic References, and Document-based Chat for an Engaging Educational Experience.",https://devpost.com/software/project-x-xgo16d
AccessAbilities,"For individuals who can't speak local languages or are deaf, AccessAbilities is a communication app which allows conversations across languages, enabling true universal communication between people.",https://devpost.com/software/accessabilities
Project Submission - Playground,N/A,https://devpost.com/software/project-submission-playground
Exam Gen-ie,"Welcome to Exam Gen-ie, the intelligent solution for exam creation! Exam Gen-ie is an innovative app powered by AI designed to simplify the exam creation process, helping students and educators.",https://devpost.com/software/exam-gen-ie
