name,description,link
MeteoroloChic,"MeteoroloChic helps you stay ahead of the weather in style and generate Instagram worthy captions. It is a one page application, a photo caption generator and a weather garment recommendation system.",https://devpost.com/software/photo-caption-generator-and-weather-garment-recommender
ElevateX,Revolutionizing Vertical Mobility: ElevateX - Where Every Ride is an Ascension.,https://devpost.com/software/elevatex
Full Wiki,"Full Wiki demonstrates that through AI everyone worldwide can access the best knowledge available, transcending language barriers. Using Wikipedia as an example to unlock the chest of knowledge to all",https://devpost.com/software/full-wiki
PyCode Optimiser,Optimise your python code using AI powered by Snowflake Arctic,https://devpost.com/software/pycode-optimiser
Exifa.net,"Meet Exifa, your AI assistant for understanding EXIF data.",https://devpost.com/software/exifa-net
Data Exploration with Snowflake Arctic,Interactive Data Exploration and Visualization with AI Suggestions,https://devpost.com/software/data-exploration-with-snowflake-arctic
NeuroSight AI,"""Precision Brain Tumor Detection at Your Fingertips""",https://devpost.com/software/neurosight-ai
GraceGuide,Social Impacting App that helps people find volunteer work in their areas,https://devpost.com/software/graceguide
Gen AI Resume Builder,Generate tailored resume content for every single job application. Use LLMs to create targeted Cover Letters and Resumes. And prepare for your interviews with generated practice interview questions.,https://devpost.com/software/gen-ai-resume-builder
Lane Line Detection,Using Py,https://devpost.com/software/celebrity-facial-reconition
DevDynamo,"Empowering Developers, One Command at a Time.",https://devpost.com/software/devdynamo
Know Your Vehicle,You've heard of Know Your Customer initiatives. We've used this paradigm to help you Know Your Vehicle.,https://devpost.com/software/know-your-vehicle
Sentiment_analysis_app,Streamlit Sentiment Analyzer: Harness the Power of Snowflake's Arctic Model for Instant Text Sentiment Insights,https://devpost.com/software/sentiment_analysis_app
Infra-rad,"Infrarad is a 'rad' tool to turn prompts into infra diagrams, rendered in Streamlit, with downloadable Terraform code for easy deployment. Streamline your infrastructure planning effortlessly.",https://devpost.com/software/infra-rad
AI-den,"Introducing AI-den, an AI-assisted personal den for families where none of the questions go unanswered. Here's something for everyone, homework to business ideas to games for family get-togethers!",https://devpost.com/software/ai-den
Optimizing Datawarehouse Project Lifecycle,"Empowering Data Warehousing with AI: Streamline, Automate, Transform",https://devpost.com/software/optimizing-datawarehouse-project-lifecycle
Medical Assistant,"Empower your healthcare journey with Medical Assistant – your AI-powered, real-time medical consultant, delivering accurate and personalized advice at your fingertips.",https://devpost.com/software/medical-assistant-6qa8zb
Chattum,"Open source platform for creating chatbots and LLM workflows. Use any LLM, add knowledge sources and tools. Create workflows for classification and extraction with confidence labels and calibration",https://devpost.com/software/chattum
Evaluate LLM Cognitive Behavioral Cybersecurity Reasoning,OllaBench is a novel benchmark platform and dataset generator to evaluate Large Language Models' ability to reason and make decisions based on cognitive behavioral insights in cybersecurity.,https://devpost.com/software/evaluate-llm-cognitive-behavioral-cybersecurity-reasoning
Deafon,Empowering deaf Understanding with AI: Transforming Sign Language into Speech and Text for Seamless Communication instantly.,https://devpost.com/software/deafon
Musezen - AI Art Curator Powered by Snowflake Arctic,"When visiting museums (or ""musezens"" 👀), have you ever wondered what more you could learn about a painting that only has ""Oil on Canvas"" written on its plaque? Musezen is here to help!",https://devpost.com/software/musezen
WizSearch,"🌟 Your super-smart AI assistant! Just ask, and watch as it finds exactly what you need, like magic!",https://devpost.com/software/searchwiz
SocialSync: YouTube Videos to Social Media Posts,With SocialSync you can effortlessly convert YouTube videos into engaging social media posts.,https://devpost.com/software/socialsync
WorkPod,A collaborative platform for project development with a unified interactive dashboard for progress updates and a personalized song recommender based on your mood as music therapy!,https://devpost.com/software/workpod
Snowflake Role Adviser,"With Snowflake Arctic, we will propose the optimal set of functional roles and access roles for your Snowflake account. (With a clean and intuitive visualization interface!)",https://devpost.com/software/snowflake-role-adviser
FarmTracka,Your Farm's Digital Guardian.,https://devpost.com/software/farmtracka
Personal Finance Manager,"Take control of your financial future with Personal Finance Manager – AI-powered assistant for smart budgeting, investment insights, and personalized financial advice.",https://devpost.com/software/personal-finance-manager-qyr9pe
Mock Interview Assistant,Boost your interview confidence with Mock Interview Assistant – AI-powered guide for flawless interview preparation.,https://devpost.com/software/mock-interview-assistant
Customer Support Assistant,Experience seamless customer support with our AI-powered Customer Support Assistant – your reliable guide for quick and personalized assistance.,https://devpost.com/software/customer-support-assistant-ydnvkz
Content Writer Assistant,Unleash your creativity with our AI-powered Content Writer Assistant – trusted companion for seamless writing and brainstorming.,https://devpost.com/software/content-writer-assistant
Healthcare Diagnostic Assistant,"Empowering healthcare professionals with AI-driven diagnostics for faster, more accurate patient care.",https://devpost.com/software/healthcare-diagnostic-assistant
College.ai,AI powered System for Students,https://devpost.com/software/college-ai-rv23ia
AI Fullstack developer,Automate all tasks in data science and talk with your csv file using Snowflake Arctic model,https://devpost.com/software/ai-fullstack-developer
CS GPT PRO,A simple chat bot that can answer course specific questions for university students,https://devpost.com/software/csgptpro
Codey - AI Coding Assistant,"Meet Codey, your AI Python assistant! With Snowflake Arctic and Streamlit, it offers a code editor, terminal, and live help for coding queries. Boost your productivity effortlessly!",https://devpost.com/software/codey-ai-coding-assistant
Athena,"Athena is an advanced AI software engineer that can understand high-level human instructions, break them down into steps, research relevant information, and write code to achieve the given objective.",https://devpost.com/software/athena-mhys95
pedagogue.ai - The living books initiative.,"Pedagogue.ai introduces the Living Books project, a database of web books enhanced with AI-driven tools that revolutionize the reading experience.",https://devpost.com/software/pedagogue-ai-the-living-books-initiative-6k3ux2
AskBI,"AskBI allows users to get actionable insights faster by combining the power of GenAI and Metadata, to use existing reports & dashboards and data warehouse effectively & removing knowledge barriers.",https://devpost.com/software/askarctic
NutriJuzz,"NutriJuzz uses AI to instantly count the nutrition content of your food. Just input what you eat and get accurate, personalized insights. Perfect for making informed dietary choices!",https://devpost.com/software/nutrijuzz
PremDoctor,Helper tool built on Snowflake Arctic to answer people's health questions,https://devpost.com/software/premdoctor
studybuddie,Your one stop tool for powered learning,https://devpost.com/software/studybuddie-qkpano
Arctic dbt Assistant,An Arctic-based chatbot to make dbt development easier!,https://devpost.com/software/arctic-dbt-assistant
Persona AI,Empower your digital interactions with a chatbot that truly understands you. Welcome to the future of personalized AI– welcome to Persona AI.,https://devpost.com/software/persona-ai
prompt sanctuary,Craft your own prompt or let randomness guide you. offers flexibility to create customized prompts or generate surprising ones. Embrace structured ideas or spontaneous inspiration.,https://devpost.com/software/prompt-sanctuary
Arctic - Video Citations,Grounded content is vital for GenAI Business use cases. The same applies for video...,https://devpost.com/software/arctic-video-citations
SnowFlaker,Analyse with Steeze,https://devpost.com/software/snowflaker
Design And Development OF EngageVision Pro,Revolutionize Vision-Based Retail Insights with AI-Powered People Engagement Analytics!,https://devpost.com/software/design-and-development-of-engagevision-pro
Market Analysis with Translation and Transliteration,Ever thought of LLM Market Sentiment Analysis? Probably Yes Ever though of using LLM so that you dont need to train one? along with sentiment analysis!,https://devpost.com/software/market-analysis-with-translation-and-transliteration
DataNexus,"Data Analysis Made Easy. Talk to Your Data, Get Insights.",https://devpost.com/software/chatstream
URLY,Urly is an application that uses llm to answer queries using URLs and knowledge-base,https://devpost.com/software/urly-zyskto
Invisible Insights,Enables investors to enter a news article and uncover downstream risk and opportunities. Leverages a knowledge graph built on live SEC filings. Two LLMs interact to spark a creative discussion.,https://devpost.com/software/invisible-insights
Crystal Costs: crystal-clear costs in Snowflake!,"A conversational AI agent that monitors, forecasts and helps optimize your Snowflake credit spends, constantly observing and learning from your account’s credit consumption patterns.",https://devpost.com/software/crystal-costs-crystal-clear-costs-in-snowflake
Notebolt: Your AI Co-Pilot for Effortless Lecture Notes,"Struggling to keep up in lectures? Notebolt takes the pain out of note-taking. Transcribe & summarize audio into clear notes. Ask questions, get clarifications & dive deeper into specific topics.",https://devpost.com/software/notebolt-your-ai-co-pilot-for-effortless-lecture-notes
ArcticGuardian,Guard your portfolio against Climate Risks,https://devpost.com/software/arcticguardian
ResumeGpt,"Introducing ResumeGpt, your revolutionary resume management assistant designed within the Snowflake ecosystem. Leveraging the powerful Retrieval Augmented Generation (RAG) framework.",https://devpost.com/software/resumegpt-uv2nmp
snowTok,SnowTok is a nifty tool that crafts TikTok-like videos from simple text prompts using AI,https://devpost.com/software/snowtok
Ai Privacy,"""Introducing the chat bot with privacy and anonymous profiles, ensuring your conversations stay private and secure.""",https://devpost.com/software/ai-privacy
Presently,"Are you tired of old, boring presentations with static graphs and time-consuming plotting? Transform your presentations with our innovative application!",https://devpost.com/software/presently-g895ma
Arctic & Hellosign Legal Contracts Documents AI,"An AI tools that allow Businesses to analyze Legal Contract Documents for data Translation, Summarisation, Sentiments ,Keywords, Topics and Entity Analysis via Streamlit, Snowflake Arctic & Hellosign",https://devpost.com/software/arctic-documents-ai
AI-Powered chat on Personalised Data,Chat with your data,https://devpost.com/software/ai-powered-chat-on-personalised-data
arctic-food-pharmacist,Arctic Food Pharmacist: Your AI food inspector for analyzing packaging contents and identifying hazardous or banned ingredients to ensure safe and informed eating.,https://devpost.com/software/arctic-food-pharmacist
BikeRouter,Generate optimized bikeroutes through all major landmarks!,https://devpost.com/software/bikerouter
PocketPal,"Revolutionizing social interaction for those with social anxiety via an AI-driven AR chatbot. Tailored, empathetic support to enhance communication and connection.",https://devpost.com/software/pocketpal-ipqud6
Arctic Avatar,"Experience a more engaging and dynamic way to interact with AI through text and voice inputs, featuring a responsive animated avatar powered by advanced language models.",https://devpost.com/software/arctic-avatar
CryoLog,"Revolutionize grocery shopping with personalized lists and dietary advice, streamlining the shopping process and enhancing nutrition awareness.",https://devpost.com/software/cryolog
Synthetic Data Generator,A solution for generating the data you need to train or fine-tune your ML models efficiently.,https://devpost.com/software/synthetic-data-generator-1toja0
Angel Math,"Hello learning from US presidents, celebrities, and anime characters! Learning is now from who you want it, and how you want it",https://devpost.com/software/angel-math
StudyBuddy,Your very own study companion :),https://devpost.com/software/studybuddy-9u7dib
OCaRctic,A drag-and-click optical character recognition app with AI-enhanced correction powered by snowflake-arctic. Great for transcribing typewritten archive documents and newspapers. Easy to use for anyone!,https://devpost.com/software/ocarctic
Visual Quest,Piece together the word from the pictures!,https://devpost.com/software/visual-quest
DocAssist AI,AI-Powered Assistant and Case Notes Application equipped with the latest medical knowledge to help clinicians diagnose faster and achieve better patient outcomes.,https://devpost.com/software/health-aid-3povx8
RadRepoSearch-AI,RadRepoSearch-AI is a chat based application that helps users get valuable insights and generate test data sets from radiology data set that have been deidentified and then curated by us.,https://devpost.com/software/radreposearch-ai
Bellman AI,Bellman AI - Your One-Stop Source for AI News,https://devpost.com/software/bellman-ai
US Weather Forecast,Predict the weather in the United States using Snowflake's marketplace data and display the results in Streamlit.,https://devpost.com/software/us-weather-forecast
Invest or Not,Gives you a real time prediction of your investment results,https://devpost.com/software/invest-or-not
Targeted Marketing Messenger,Easily find a subset of your customers using natural language input and generate a direct promotional message to send to them.,https://devpost.com/software/targeted-marketing-messenger
FinnoSQLbot,"Al Asst. performs financial data exploration and answers questions executing SQL queries on Snowflake data, create a tabular response from the dynamic SQL.",https://devpost.com/software/a-chatbot-to-access-large-database-info
Learn Mentor,"Learn Mentor is your AI-powered learning companion, offering personalised education accessible to all. Designed with affordability in mind, our app is built on open-source technology.",https://devpost.com/software/learn-mentor
Let me curate your next culinary experience,Have you ever found yourself wondering what to have for dinner tonight? This app will solve that dilemma for you.,https://devpost.com/software/let-me-curate-your-next-culinary-experience
Snow-Wise: AI agent to monitor & optimize Snowflake queries,"A conversational AI agent that monitors and helps you optimize your Snowflake queries, constantly observing and learning from your account's queries and credit consumption patterns.",https://devpost.com/software/snow-wise
Travel Assistant,"Experience seamless travel planning with our AI-enhanced assistant, creating personalized itineraries tailored to your preferences and budget.",https://devpost.com/software/travel-assistant-jduhcb
Wordpress Contents Creators AI,Helping Wordpress Content Creators to create quality post contents and posts on their Wordpress platform with one click leveraging Streamlit & Snowflake Arctic AI Model.,https://devpost.com/software/wordpress-contents-creators-ai
Personal SQL Assistant,Transform your natural language questions into powerful SQL queries effortlessly with Personal SQL Assistant. Simplify database interactions and gain insights faster than ever.,https://devpost.com/software/personal-sql-assistant
Eureka - Your AI-Powered App Idea Generator,Eureka is your AI-powered app idea generator that transforms keywords into innovative app concepts. Simplify brainstorming and unlock endless possibilities for your next big idea!,https://devpost.com/software/eureka-your-ai-powered-app-idea-generator
VISION-AI,"Introducing Vision, the cutting-edge marvel from Snowflake AI Research. I'm here to illuminate your curiosities and guide you through the vast expanse of information.",https://devpost.com/software/vision-ai-7czh3x
Time Traveler's Guide,"When users arrive at a new location, they can open our app and input their current location and all the fun info about that place is given to them. They could post pics & stories to crowdsource our db",https://devpost.com/software/time-traveler-s-guide
CareMate - Your Medical Assistant AI,"CareMate: AI revolutionizing healthcare efficiency. Faster coding, precise diagnosis, better outcomes.",https://devpost.com/software/deepsymp-evidence-based-diagnostic-ai
Wiki Search,"With an intuitive interface and robust summarisation capabilities, this tool transforms complex information into digestible insights",https://devpost.com/software/wiki-search
Clued In: AI Detective,"AI generates a unique storyline filled with suspects and hints, challenging you to unravel the truth. With every decision you make, you inch closer to uncovering the identity of the murderer.",https://devpost.com/software/mystery-matrix-ai-detective
ScriptGenie,"Scriptwriting assistant that magically crafts movie, TV show, and school skit scripts based on your chosen genre, character archetypes, and starting lines.",https://devpost.com/software/scriptgenie
Streamlit AI Assist,"Streamlit AI Assist is a built-in data analyst for your Streamlit dashboard. It's a new streamlit component that uses the power of LLMs to graph, code, and execute SQL.",https://devpost.com/software/streamlit-ai-assist
IELTS Writing Arctic Assistant,Improve your IELTS English Writing essay with Arctic LLM,https://devpost.com/software/ielts-writing-arctic-assistant
What's new in Snowflake,"Stay up to date about new tech, faster and better. Tailored for you.",https://devpost.com/software/what-s-new-in-snowflake
Grants Match,Using natural language processing and artificial intelligence to match billions of dollars in federal grants to your projects.,https://devpost.com/software/grants-match
MenuChef,"MenuChef is a dynamic digital menu card creator that can create a fully functional, detailed, and dynamic menu card based on minimal inputs.",https://devpost.com/software/menuchef
Statis AI,AI-Powered Data Visualisation: Transforming Code and CSV Data into Insights with Natural Language Clarity!,https://devpost.com/software/statis-ai
STREAMING STREAMLIT,STREAMING CHAT APP,https://devpost.com/software/streaming-streamlit
Aisra,We help athletes improve their performance and prevent injuries.,https://devpost.com/software/aisra-g1zreu
PPCA - Prenatal and Postnatal Care Assistant,"Discover personalized care with PPCA! Our Streamlit app, powered by Snowflake Generative AI, provides tailored prenatal and postnatal support based for mothers.",https://devpost.com/software/ppca-prenatal-and-postnatal-care-assistant
Finance Wizard,"Introducing Finance Wizard, your ultimate AI-powered investment companion. Access real-time company details, and market sentiment and support to ask all your stock market questions through chat",https://devpost.com/software/finance-wizard
iceberg.ai,Convert prompt into streamlit webapps in seconds!,https://devpost.com/software/iceberg-ai
Freeze Frame,"Enhance data analysis with Freeze Frame, a Snowflake Arctic AI chatbot that seamlessly delivers comprehensive insights from both textual queries and graphical data.",https://devpost.com/software/freeze-frame
Ai Startup Ideas,"AI Startup Ideas is your AI companion for generating unique business ideas and even creating a proof of concept application from those ideas! Quickly brainstorm, and generate code.",https://devpost.com/software/ai-startup-ideas
Personalized Marketing,Personalize Marketing Emails for every member of your target audience using the power of Large Language Models.,https://devpost.com/software/personalized-marketing
Data Insight App,"The Data Insight App is a powerful tool for analyzing data. This app provides a user-friendly interface to explore, manipulate, and gain insights from your datasets.",https://devpost.com/software/data-insight-app
