name,description,link
VOTING BASED SYSTEM,"""Empowering Democracy with Secure Blockchain Voting""",https://devpost.com/software/voting-based-system
Liz,"Liz is a decentralized lending platform built on Lisk, enabling users to create, fund, and repay loans seamlessly with dynamic credit score, providing a secure and transparent lending experience.",https://devpost.com/software/liz
Smart Open nnetwork,"it open source community gathering project where users will play to earn game and also get reward for performing various task, it has a tokenomic that tend to have a promising decentralised network",https://devpost.com/software/smart-open-nnetwork
Bliss,Your Safe Haven in the World of Real Estate,https://devpost.com/software/bliss-0kqm58
Greedy World,"Ecotool, 3rd Generation GameFi, Fighting More Earn, Tokens Battle Royale, you are both the hunter and the hunted. No Pledge, No Mining, No Ponzi.",https://devpost.com/software/greedy-world
Markkinat Market Place,"A decentralized application that combines an NFT marketplace with on-chain voting capabilities, empowering community-driven governance and economic activity through blockchain technology",https://devpost.com/software/markkinat-market-place
Lisk Scaffold,"Lisk Scaffold DApp: Accelerating decentralized application development with a robust, open-source framework for seamless setup and deployment on the Lisk platform.",https://devpost.com/software/lisk-scaffold
Lemon Protocol,"We are building a Liquid staking protocol with decentralized yield farming, rotational lending and borrowing schemes",https://devpost.com/software/lemon-protocol-osf9b5
Lisk Guardian,"Decentralized, trustless, and anonymous crypto wills built on the Lisk L2 Blockchain",https://devpost.com/software/lisk-guardian-deadman-s-switch
FarmLink,Providing a USSD-Technology based platfrom that utilised the Lisk blockchain to provide genuine authentic agro-input products to farmers.,https://devpost.com/software/farmlink-1i80rv
Missile Trajectory and Impact Simulation,"Leveraging AI and simulation technology to create an innovative, educational tool for understanding missile dynamics and promoting sustainable peace through informed decision-making.",https://devpost.com/software/missile-trajectory-and-impact-simulation-gpmasi
Chessup,Where strategy meets the blockchain,https://devpost.com/software/chess-hub
dAppify,"dAppify is a premier Web3 app store that lets users explore, download, and get tokens on downloads. Developers can register their dApps, which are then vetted by our DAO for quality and security.",https://devpost.com/software/dappify
Triver,A token streaming application,https://devpost.com/software/triver
SpaceShip Racing with Smart Wallet on LISK,"SpaceShip Racing Game uses Account Abstraction (Smart Wallet) on LISK to make Gameplay engagement, perform transactions, without traditional interaction complexities",https://devpost.com/software/spaceship-racing-with-smart-wallet-on-lisk
PeerLend,"PeerLend! Take charge of your lending and borrowing. Set your loan terms, get multiple tailored offers, and choose the best deal. Experience financial freedom like never before!",https://devpost.com/software/peerlend
block,Supply chain web app that tracks products from the sender to the reciever,https://devpost.com/software/block-fpdetj
Agrix,"agrix a blockchain platform where local businesses, agriculture and biodiversity are tokenize are assets",https://devpost.com/software/agrix-da6nfl
Blitz,"Blitz represents a pioneering step in decentralized finance, blending the safety of no-loss savings mechanisms with the dynamic governance capabilities of a Decentralized Autonomous Organization (DAO)",https://devpost.com/software/blitz-230c1h
Feedback Incentivized,A platform that solves real world problem via tokenizing errors and bug reporting by providing users with an intuitive interface to report errors and bugs in companies.,https://devpost.com/software/feedback-incentivized
Chainscape SEL,Chainscape SEL is a cross-chain gamiverse that includes Solidity smart contracts for EVM (Ethereum Virtual Machine) deployed on Lisk L2 Testnet.,https://devpost.com/software/chainscape-sel
