name,description,link
Adaptive Traffic Signal System,"""Smarter signals for safer streets""",https://devpost.com/software/adaptive-traffic-signal-system
Carmex,"Platform monitoring industrial carbon emissions, providing insights into trends to draft targeted policies; serves as a digital public exchange to trade legitimate carbon credits to offset emissions.",https://devpost.com/software/carmex
Beyond The Frames: Video Summarization with Emotion Analysis,"Our project, using LSTM and transformers, to summarize YouTube videos and analysis on the extracted text. This empowers us to quickly grasp video insights and emotions, enhancing the video experience.",https://devpost.com/software/beyond_the_frames
Water Quality Classification,A prediction model to predict whether the water is safe for human consumption or not.,https://devpost.com/software/water-quality-classification
ARNET,Saving endemic species using animal recognition Siamese networks and triplet loss function,https://devpost.com/software/arnet-odwea8
"Data dynamos-28 ""xplore ""","It'sanbasedonaiwhichwillhelpyoutoplanyour holiday, vacationtriptravelaroundtheworld with helpofityoucanbookmode of transportation & book stay and know the nearby medical services can connect with them",https://devpost.com/software/xplore-ft9xco
BLOODBANK MANAGEMENT SYSTEM,BY CODISTS,https://devpost.com/software/bloodbank-management-system
PREDICTIVE ANALYSIS FOR BIGMART SALES USING MACHINE LEARNING,Future forecasts show the volume of data will rise rapidly. The adjustments are necessary to support rapid transactions as well as expected growth of data and client behavior.,https://devpost.com/software/predictive-analysis-for-bigmart-sales-using-machine-learning
Severity Grading of Knee Osteoarthritis,"AI-powered severity grading for knee Osteoarthritis diagnosis. Enabling faster, accurate and personalized treatment by enabling early detection along with intervention for improved patient prognosis.",https://devpost.com/software/severity-grading-of-knee-osteoarthritis
MediMorph - DataZtroopers,"""MediMorph: Empowering Healthcare Evolution"" Hi, have you heard of MediMorph? It's tech that turns your medicine name, blurry pill photos and scribbled prescriptions into clear, instant knowledge.",https://devpost.com/software/medimorph
Smart Traffic Controller,"""Smarter Roads, Safer Journeys: Your Smart Traffic Controller""",https://devpost.com/software/smart-traffic-controller
Ocular Disease Multi Classification IM36,"model classifying the images images of common ocular dieases , which is easy to use for experts and non experts alike.",https://devpost.com/software/ocular-disease-multi-classification
Regression Model:Disease Classification&Patient Record SEC25,Diagnosing Health: Predicting Diseases through Symptom Analysis and analyzing patient health camp records,https://devpost.com/software/logistic-regression-model-to-classify-diseases-and-symptoms
Student_DropOut_Rate_IND_ON179,Empowering education by analysing and reducing the dropout rate,https://devpost.com/software/student_dropout_rate_ind
WhipSmart Team - ON31,"We're developing a precise, real-time prediction system to reduce paralysis and stroke severity and save lives.",https://devpost.com/software/whipsmart
Heart Disease predictor,by using data enterd by the user we can predict weather the user is in risk or heart disease or not by using ML algorithms,https://devpost.com/software/heart-disease-predictor-ugqa7r
SKIN DISEASE DIAGNOSIS,""" Revolutionizing Skin Health : AI-Powered Skin Disease Diagnosis """,https://devpost.com/software/skin-disease-diagnosis-5zqylm
Data Dynamos GAT -13,marine debris identification,https://devpost.com/software/data-dynamos
Solar Renewable Energy Generation in Kenya,Unlocking Solar Power Potential: Harnessing Renewable Energy in Kenya through Weather-Driven Insights,https://devpost.com/software/solar-renewable-energy-generation-in-kenya
"Healthcare Data Integration, Analytics, and Security ON263","Comprehensive solution that unites three key areas Data Integration for Personalized Medicine, Predictive Healthcare Analytics, and Data Security",https://devpost.com/software/healthcare-data-integration-analytics-and-security
Eco Track,This is a proof of concept for a technology that can be used in combination with drones to predict wildfires!,https://devpost.com/software/eco-track
Sexy Sixsome - IM33 - Diagnosis of Autism Spectrum Disorder,Beyond Labels: Transforming Autism Detection with AI,https://devpost.com/software/eye-tracking-to-help-diagnose-of-autism-spectrum-disorder
Plant Disease Identification,Plant disease identifaction using Residual Neural Network(ResNet) which can be used to disease,https://devpost.com/software/plant-disease-identification-1pydxb
Stoplifting,"""Stoplifting: Elevating Supermarket Security with Agent-Based Modelling and AI""",https://devpost.com/software/stoplifting
Disaster Mapper [Datascience for Humanity - ON244],"When a natural disaster strikes, every second matters. Disaster Mapper is your trusted ally in times of crisis, providing real-time assessments of disaster-struck areas.",https://devpost.com/software/disaster-mapper
DermAI - Dermatological Diagnosis System,Shortage of dermatologists with lower diagnostic accuracy. This is a deep learning model that is trained on a large and diverse dataset of images and clinical data.,https://devpost.com/software/dermatological-diagnosis-system
Crop Prediction Team CPP - ON302,By doing this project we aim to analyze different weather conditions for farming various crops and make clusters of the crops that grow in similar weather conditions.,https://devpost.com/software/ibm-z-datathon-ftr5oh
Detection of deepfake,never get fooled,https://devpost.com/software/detection-of-deepfake
TRAFFIC FORECASTING USING GRAPH NEURAL NETWORKS AND LSTM,"""Efficient Traffic Forecasting: Connecting Roads for Smoother Journeys""",https://devpost.com/software/traffic-forecasting-using-graph-neural-networks-and-lstm
Dengue Prediction,This project will analyse every trends in the pattern of spread of dengue fever.This uses 3 machine learning algorithms to analyse it.,https://devpost.com/software/dengue-prediction
AI classification of jellyfish and plastic from ocean data,"Convolution neural network used to classify and distinguish images of plastic and images of invasive jellyfish for ocean cleanup, conservation, and marine surveying.",https://devpost.com/software/image-classifcation-of-jellyfish-and-marine-plastic
Skin disease prediction - DATA_DYNAMOS ON61,A deep learning model capable of predicting various skin diseases based on the image of the condition.,https://devpost.com/software/skin-disease-prediction-x81dsa
UrbanFlow: AI-Enhanced Sustainable Mobility.,"Navigate Smarter, Travel Greener.",https://devpost.com/software/urbanflow-ai-enhanced-sustainable-mobility
Identifying bot account on twitter,#NO BOT OR FAKE ACCOUNTS,https://devpost.com/software/identifying-bot-account-on-twitter
Advanced Conversational AI Chatbot,"AI chatbot for diverse tasks & topics, enhancing user engagement & info retrieval across industries.",https://devpost.com/software/advanced-conversational-ai-chatbot
The three electrons - 18,An AI/ML model that assists sports coaches in their scouting processs.,https://devpost.com/software/the-three-electrons-18
College Recommendation Engine,"Empowering students with personalized university recommendations, our project simplifies the complex college selection process for students saving them the stress and expense that comes with it.",https://devpost.com/software/college-recommendation-engine
Drowsiness Alert System SEC-11,The Driver Drowsiness Detection System is a sophisticated and innovative application designed to enhance road safety by monitoring and alerting drivers when they exhibit signs of drowsiness,https://devpost.com/software/drowsiness-alert-system
Ethic.ly - IM10,Helping people live ethically.,https://devpost.com/software/ethical-ly
Team Straddle_IM23,"SignBridge: Speak without Sound, Listen with Sight.",https://devpost.com/software/team-straddle
Sentify,Transforming Online Reputation Analysis,https://devpost.com/software/sentify-ftaiuz
SustainaPal,Your pal for a better world.,https://devpost.com/software/sustainapal
CropHarvest Analytics,Global agriculture is the key to our society. We predict crop yields to ensure food security. Pesticides impact yields. Our mission is to help farmers secure a prosperous future.,https://devpost.com/software/cropharvest-analytics
MaternalShield,"MaternalShield is a comprehensive and accessible digital health platform that provides daily monitoring, early symptom detection, and personalised guidance for pregnant people.",https://devpost.com/software/maternalshield
Covid Awareness GAT12,"Spread Knowledge, Not the Virus: COVID-19 Awareness Movement!",https://devpost.com/software/covid-awareness-gat12
Hate Speech Detection,Fighting Hate with Bytes: Your Digital Defender.,https://devpost.com/software/hate-speech-detection
Diabetes prediction,The Diabetes Prediction Project is a data-driven initiative aimed at leveraging advanced machine learning and data analysis techniques to predict the risk of diabetes in individuals.,https://devpost.com/software/diabetes-prediction-mbfin1
Team ON108 - Chill coders - Predictive Resource Analysis,"Revolutionize healthcare resource allocation with predictive analysis, leveraging telemedicine to efficiently address the pressing needs of underserved regions.",https://devpost.com/software/datathon-mc89zy
EDUPULSE,Empowering governments and schools to reduce student dropout rates through data-driven insights and targeted interventions.,https://devpost.com/software/edupulse
Comparative Analysis of Socio-Economic Aspects [Palinka 297],"Inefficiency in the allocation of financial resources to social projects in the third world, leading to suboptimal outcomes in terms of life expectancy, disease fatality rates, and education levels.",https://devpost.com/software/comparative-analysis-of-socio-economic-aspects
Disaster Response Mapping,"In geographical regions altered by conflict and disasters, accurate, real-time road network data is crucial to timely humanitarian aid. We provide this data with satellite imaging and computer vision.",https://devpost.com/software/disaster-response-mapping
EnviroInsight - Team Camelot (IM11/ON123),This project leverages OpenAI LLM model for streamlined environmental data interpretation in order to raise people's awareness of climate change and energy consumption.,https://devpost.com/software/enviroinsight
Tweet Charity Recommender - Data_R_Us Team - IM09,"People are quick to give opinions on platforms like X and Instagram, but do not act upon them. We set about to build an API that will return a list of charities from tweets with charitable context.",https://devpost.com/software/data_r_us-team-im09
Healthcare Fraud Detection,Guarding Health: Detecting Healthcare Fraud,https://devpost.com/software/healthcare-fraud-detection
LoveRevolGuiar,"Sin retroceso, nunca es demasiado tarde para ser tan temprano, ni tan temprano para ser tan tarde.",https://devpost.com/software/loverevolguiar
Sasta Shark,"Introducing Sasta Shark, the ultimate destination for startup dreamers and visionary investors.",https://devpost.com/software/sasta-shark
Career Choice Platform For Secondary Students,"A Platform where Secondary Students know their Potential and Get a chance to Improve themselves. A Space to improve, know more, and Connect.",https://devpost.com/software/career-choice-platform-for-secondary-students
Predictive Agriculture [SVE 03],Empowering farmers with data-driven insights.,https://devpost.com/software/crop-yield-prediction-mbk9x2
A platform to help identify missing people,Better way to elevate the technology,https://devpost.com/software/image-comparison-and-processing
Emotion Detection using Trained LSTM,The system recommends some tasks or actions to the user to recover the individual’s mental stability.,https://devpost.com/software/emotion-detection-using-fine-tuned-lstm
SafetyPal-ON54,"Safety Everywhere, Safety to everyone .",https://devpost.com/software/safetypal-5gm8n9
SkinScan AI,"""Empowering Early Detection: Revolutionizing Skin Cancer Diagnosis with AI Precision.""",https://devpost.com/software/skinscan-ai
A Comprehensive Strategy to Combat Habitat Loss,"Habitat loss threatens the planet's ecological balance and biodiversity. So, we aim to Preserve Nature's Rich Tapestry.",https://devpost.com/software/a-comprehensive-strategy-to-combat-habitat-loss
PlatePal:to serve the needy by doing the needful,we intend to create a web application that shall let big time food suppliers enter the amount of food left over after a certain event and in turn shows it to non charitable organizations,https://devpost.com/software/platepal-to-serve-the-needy-by-doing-the-needful
Team name:Data Wizards SRM13 Panic Attack Prediction,"Empowering Minds: Detecting Panic Attacks, Saving Lives",https://devpost.com/software/panic-attack-prediction-analysis-using-logistic-regression
Detecting Diabetic Retinopathy & Readmission,"This project aims to detect early-stage Diabetic Retinopathy using a machine learning model and analyze readmission rates in DR patients, contributing to cost savings and improved healthcare.",https://devpost.com/software/reducing-diabetic-retinopathy-readmission
Team HexTech-ON199,"The problem we aim to address is the rapid growth of deepfake content, a malicious application of AI and deep learning tech which threatens the authenticity and trustworthiness of multimedia",https://devpost.com/software/deepfake-detection-iw51m3
Gamified fitness tracking app,"""Level up your fitness with our Gamified App – turning workouts into adventures with fun, challenges, and real results! 💪🎮 #GameOnFitness""",https://devpost.com/software/gamified-fitness-tracking-app
Movie_Recommender,"With our personalized recommendation system, you can maximized the potential of your movie night. Discover films that are tailored to your specific preferences.",https://devpost.com/software/movie_recommender-27xvnu
FoodLink Team - 206,"FooodLink : Share Food, Reduce Waste, And Fight Hunger.",https://devpost.com/software/foodlink-naz4dp
Mission Rescue SEC23,"In the event of a natural or man-made disaster, The proposed app allows rescue organisations to register and show the location of other emergency relief agencies and people.",https://devpost.com/software/mission-rescue-xgcs6f
Hate Speech Detection - CodeCatalysts - Team ON24,An AI solution for automatic content moderation for Linux One systems.,https://devpost.com/software/ssf-hate-speech-detection
Multi level heath analysis using reports,Saving lives by spotting diseases early - our smart system is changing healthcare. Join us in making a big impact!,https://devpost.com/software/multi-level-heath-analysis-using-reports
HEALTHCARE PATIENT SEGMENTATION,"Precision Healing, Personalized Care",https://devpost.com/software/healthcare-patient-segmentation
Phishing Email Detection by Hack Elite GAT20,"""Guarding Against Phishing with Deep Learning: Unmasking Deceit in Emails""",https://devpost.com/software/phishing-email-detection
Pravaas - Derailment Prevention by Track-Object Detection,"Welcome to the future of railroads, where we want to create a safer and efficient journey for trains and people “PRAVAAS"". This system is developed to prevent train derailment and other obstructions.",https://devpost.com/software/pravaas-derailment-prevention-by-track-object-detection
Heart Failure Prediction,Prevention Is Better Than Cure,https://devpost.com/software/heart-failure-prediction-4ba209
Dermatology Disease Predictor SEC01,To Develop an AI-based model that can predict dermatology Diseases and Explanation System.,https://devpost.com/software/dermatology-disease-prediction-explanation-system
Investing in startups,"Investing in startups can be a lucrative yet risky venture. Startups, often characterized by their innovative ideas and disruptive technologies, offer investors the potential for high ROI.",https://devpost.com/software/investing-in-startups
Aid Distribution Tracker,"Where Aid Meets Accountability. We've developed the Aid Distribution Tracker, a platform that revolutionizes how humanitarian aid is managed. We bring transparency and efficiency to the process.",https://devpost.com/software/aid-distribution-tracker
Parkinson's disease analysis using logistic regression,Parkinson's disease is the second most common disease after Alzheimer's and affects 1 million people in India annually. The proposed work aims to identify Parkinson's disease at an early stage.,https://devpost.com/software/parkinson-s-disease-analysis-using-logistic-regression
Health monitor,One path for health,https://devpost.com/software/health-monitor-zrj8yx
Fraud Email Detector - IM16,Detects fraudulent emails using NLP,https://devpost.com/software/fraud-email-detector
Credit card fraud detection,The goal of the project is to create a machine learning model using random forest to detect credit card fraud and to alert banks or financial institution for protection,https://devpost.com/software/credit-card-fraud-detection-4bwjag
DATAMATICS TEAM - 22,Machine learning approach to detect whether the patient has diabetes or not,https://devpost.com/software/diabetes-prediction-0zqnij
"Cocoon,your safe space-GAT 25",Fighting Cyberbullying: AI-Powered Support and Education for a Safer Digital World,https://devpost.com/software/cocoon-your-safe-space
Powered Education,Unlock Your Potential with Free Online Tutoring,https://devpost.com/software/powered-education
Farm Tech Solutions Hub,"""Elevating Agriculture: A Holistic Approach for Prosperous Farming""",https://devpost.com/software/farm-tech-solutions-hub
Gold Price Prediction,Unlocking Tomorrow's Wealth: Gold Price Prediction,https://devpost.com/software/gold-price-prediction
Misinformation and Emotion Intensity Detection on Microblogs,Cultivating Harmony and Connection in the Social Media Sphere,https://devpost.com/software/misinformation-and-emotion-intensity-detection-on-microblogs
The happiness company,"This app could serve as an awareness tool, helping users recognize patterns of distraction and addiction in their digital usage.",https://devpost.com/software/the-happiness-company
Improving mental health through exercise,Discover happiness within your own body,https://devpost.com/software/improving-mental-health-through-exercise
Attendance using face recognition,We are taking attendance using face recognition .,https://devpost.com/software/attendance-using-face-recognition
Detection Of Pneumonia.,Empowering AI: Saving Lives through X-ray Analysis for Pneumonia Detection.,https://devpost.com/software/detection-of-pneumonia
Crime Prediction and Prevention an ML model,"""Turning data into safety: Crime prediction for a brighter future.""Harnessing technology to predict and prevent crime, ensuring your peace of mind .",https://devpost.com/software/crime-detection-and-prevention-model
Scrapius-SRM36,"Scrapius: Unearthing Data Gold on the Web - Harvesting Knowledge, Empowering Insights for Effortless Data Discovery",https://devpost.com/software/scrapius-navigating-the-world-of-web-scraping
Sampoorna,Our projects aims to analyse the education quality given to underprivileged students and also the gender ratio literate in country,https://devpost.com/software/sampoorna
Quantum-data,"""Unlocking Customer Loyalty: Telecom Churn Solution""",https://devpost.com/software/quantum-data
Elephant distress call identification using CNN's,Saving the population of majestic elephants using CNN's to create potential hotspot,https://devpost.com/software/elephant-distress-call-identification-using-cnn-s
MedInfoMatters - ByteTribe ON235,Your health companion at you fingertips!,https://devpost.com/software/medinfomatters
Emotion Driven-Food-Recommendation Analytic Architects SEC20,"Innovative tech-driven system recommends mood-aligned food, enhancing well-being by understanding emotions through computer vision and natural language processing. Open-source and open to the future!",https://devpost.com/software/mood-eats-emotion-driven-food-recommendations
Data Gnosis team-0N191(SSF23),"""Embracing Golden Years: Nurturing Elderly Mental Health""",https://devpost.com/software/data-gnosis-team-0n191-ssf23
Copy-Move Digital Image Forgery Detection,"Picture the Truth: Revealing Authenticity in Every Pixel; Unmasking Digital Deception: Our Project Shatters the Illusion, Protecting the Purity of Every Pixel",https://devpost.com/software/copy-move-digital-image-forgery-detection
Text to ASL Sign Language Translator,This software works as a translator for deaf people and helps them communicate well.,https://devpost.com/software/text-to-asl-sign-language-translator
The Pentagon- 05,Rainfall Prediction For Next Harvest Year Machine learning for precision agriculture: Unlocking the power of data for optimal crop yields.,https://devpost.com/software/rainfall-prediction-for-next-harvest-year
EduBud,“EduBud” is a semi-autonomous AI agent designed to revolutionize the educational landscape. This innovative tool serves as a dynamic learning companion.,https://devpost.com/software/edubud
Energy Consumption Forecasting for Smart Buildings,Energy Consumption Forecasting for Smart Buildin,https://devpost.com/software/energy-consumption-forecasting-for-smart-buildings
Re-Wired,Gamified E-waste Management: A sustainable future for all.,https://devpost.com/software/re-wired
404 not found -IM38,Wildfire early detection and prediction of magnitude,https://devpost.com/software/404-not-found-im38
Health Management System,Hospital,https://devpost.com/software/health-management-system-tw6qyh
E-LEARNING,unlock your potential with e-learning,https://devpost.com/software/e-learning-pzat03
Big Mart Sales Prediction,"Big Mart Sales Prediction: Boost profits with AI-driven sales forecasts, optimizing inventory and pricing for retail success.",https://devpost.com/software/big-mart-sales-prediction
FOOD FOR ALL - 42,"Fighting Hunger, One Plateful At A Time",https://devpost.com/software/food-donations-matching
Real Time Audio to Sign Language Translation,no soul left unheard,https://devpost.com/software/audio-to-sign-language-translation
IBM HR Analytics Attrition Analysis and Prediction,My this project predict and sugguest the solution of attrtition problem in the Ibm employees.,https://devpost.com/software/ibm-hr-analytics-attrition-analysis-and-prediction
Electricity Price Prediction,Empowering Energy: Precision Forecasting for a Sustainable Tomorrow.,https://devpost.com/software/electricity-price-prediction-ez5mak
Scan & Nutrizoe,The ultimate goal to scan the information and suggest the balanced diet regarding the user convience,https://devpost.com/software/scan-nutrizoe
SignScriptor,"Unlock communication for the Deaf with our Sign Language Detection tech—breaking barriers, fostering inclusion.",https://devpost.com/software/realtime-sign-language-detection
EcoVehicle Transportation Advisor,Empowering Your Journeys to a Greener Future,https://devpost.com/software/ecovehicle-transportation-advisor
DATA DIVAS TEAM-ON158,QR CODE AUTOMATION SYSTEM- student id card contains qrcode which helps to do automatic attendence by scanning it,https://devpost.com/software/qrcode-automation-system
Fierce matrix,A ml algorithm to track your daily expenses,https://devpost.com/software/fierce-matrix
PanicShield,"Your peace of mind, our priority.",https://devpost.com/software/panicshield
Visual land information system,"The Visual Land Information System (VLIS) empowers citizens by providing access, to Government Land Information System (GLIS) data in an intuitive way.",https://devpost.com/software/visual-land-information-system
CareScan,Web application for diagnosis of physical skin symptoms,https://devpost.com/software/carescan
WoolTrace: Seamless Monitoring from Farm to Fabric,"Imagine a seamless digital solution that tracks every step of the wool journey, from the farm to the final fabric product. Our Application Development ensures transparency, quality control",https://devpost.com/software/wooltrace-seamless-monitoring-from-farm-to-fabric
Inadequate Mental Health and Suicide Analysis,"Combatting inadequate mental health care and rising suicide rates globally demands destigmatization, funding, community support, and data-driven strategies.",https://devpost.com/software/inadequate-mental-health-and-suicide-analysis
Fire detect,you will see in the description,https://devpost.com/software/fire-detect
"""Sentiment Analysis with LSTM Neural Network"".Untitled","""Sentimental Insights: Elevating Customer Satisfaction through Review Analysis""",https://devpost.com/software/sentiment-analysis-with-lstm-neural-network-untitled
Crop yield prediction website,Crop Yield prediction based on machine learning algorithms,https://devpost.com/software/crop-yield-prediction-website
Disease Diagnostics using Sign Language,"Real-time video detection and instant diagnosis, using cutting-edge computer vision and machine learning. By recognizing sign language gestures in real time professionals",https://devpost.com/software/sign-language-disease-diagnostics
Hotel Management System,We made a chatbot which can understand any language. Any person has need the place for her/him staying according to their expectation .,https://devpost.com/software/hotel-m-angement-system
DEEPFAKE DETECTION SYSTEM,Here is an elevator pitch for the system:,https://devpost.com/software/deepfake-detection-system
Carcinogen classification,empowering healthier choices through tech,https://devpost.com/software/carcinogen-classification
Ambulance detection,Elevator pitch is no more ambulance in traffic.,https://devpost.com/software/ambulance-detection-cfbyq9
Flood prediction and assesement model,"Bracing for the Next Wave: Navigating Uncertainty, Building Resilience, and Seizing Opportunities",https://devpost.com/software/flood-prediction-and-assesement-model
NyayRakshak(legal assistant),We built the chatbot just like an assistant to solve the problems faced by Indians due to less awareness or knowledge about the Indian Judiciary System.,https://devpost.com/software/the-tech-titans
job searching website for non technical roles,Job search made easy,https://devpost.com/software/job-searching-website-for-non-technical-roles
Tailor your Style,Developing a user-friendly e-commerce platform for customizable products with varying quality levels and AI-driven previews.,https://devpost.com/software/tailor-your-style-ohfdy7
Breast Cancer Detection,Detects Breast cancer using machine Learning,https://devpost.com/software/breast-cancer-detection-90t8ld
Disease detector using ML and Web Application,We will take various symptoms from user and tell them what is the disease they are likely to have and suggest them general medicines and recommendations accordingly.,https://devpost.com/software/disease-detector-using-ml-and-web-application
Food Management,"Creating food management app that helps food donations from restaurants, hotels, and function halls to NGOs, including a rewards.",https://devpost.com/software/food-management-8hwe6j
Multiple disease prediction using machine learning,Multiple Diseases Prediction can be used to prevent the increasing mortality rate by providing early warnings to patients based on their health conditions.,https://devpost.com/software/multiple-disease-prediction-using-machine-learning
fake news,this would classify news,https://devpost.com/software/fake-news-yri4mk
air writing detection,"""Capturing Thoughts in the Air: Unveiling the Power of Air Writing detection""",https://devpost.com/software/air-writing-detection
TechFirst Responders,We have designed a platform which aims to help in disaster response and preparedness.,https://devpost.com/software/techfirst-responders
FarmOptimize Hub: Enriching Agri-Ecological Practices,"We're working on a smart farming system that helps farmers in three main ways. First, it can look at pictures of plants and tell if they have any diseases.",https://devpost.com/software/farmoptimize-hub-enriching-agri-ecological-practices
Language converter,LANGUAGE CONVERTER WORKS BY CHANGING THE LANGUAGE OF THE APP ACCORDING TO THE LOCATION OF THE USER.,https://devpost.com/software/language-converter-onikf8
ONLINE VOTING ELECTROL SYSTEM,Online voting,https://devpost.com/software/online-voting-electrol-system
Ai meal planning,"Based on ur daily calories and protien intake, it shall give you three meals",https://devpost.com/software/ai-meal-planning
earthquake analysis,this project predicts the severity of a earthquake using randomforest algorithim,https://devpost.com/software/earthquake-analysis-z56lqc
Drought Prediction,Assisting farmers with the help of data from the meteorologicaldepartment.,https://devpost.com/software/drought-prediction
StreetSense,"We want to empower individuals with personalized, real-time crime warnings to navigate urban landscapes with confidence and safety.",https://devpost.com/software/streetsense-tmgk78
CarBecho,"Want the best price to sell your car, come try us.",https://devpost.com/software/carbecho-m7k52d
SafeWay - IM06,Ever worried about stumbling somewhere that feels uncomfortable when in an unfamiliar part of town? SafeWay will generate a route avoiding crime hotspots!,https://devpost.com/software/safeway-pudlao
RiskRouter-IM40,We propose to analyse geographical crime rate data to identify areas and streets that would put people in a higher risk of becoming a victim of crime. We then alert users of the potential dangers.,https://devpost.com/software/chicken-rice-ve095y
MeowGPT team number: IM24,"The purpose of this project is to forge a comprehensive, two-way communication bridge between cats and humans, elevating the bond and understanding for all involved.",https://devpost.com/software/meowgpt-team-number-on140
