name,description,link
Bird Catcher Game,"Bird Catcher is a full-fun web3 game with metaverse, in-game store, rewards, NFT support and more on BTTC.",https://devpost.com/software/ding-dong-game
Football Alien$,"Football Alien$ Clothing with digital identity. ""We are here.... We are staying!""",https://devpost.com/software/army-ball
CIROTRX,"Cirotrx is a dApp on the Tron network that enables transactions without requiring energy or TRX. It uses a contract to cover expenses, simplifying the process.",https://devpost.com/software/cirotrx
VideoTRON,"We are addressing the challenges of tokenizing real-world assets such as music, video etc., and monetizing their content for creators, through the use of blockchain and smart contracts.",https://devpost.com/software/ignitus-1cl57n
Flixe,Gateway to Artistic Exploration,https://devpost.com/software/flixe
Planet Tron,"Planet Tron merges space exploration with blockchain. Activate SpacePlus on the BitTorrent Mainnet Chain, unlock space-themed cards, customize themes and audio, and explore the cosmos.",https://devpost.com/software/planet-tron
CodeHive,"Crack the Code, Reap the Rewards 🏆",https://devpost.com/software/codehive
crypto ball,money chane,https://devpost.com/software/crypto-ball
BttTipBot,Engage with your users using a telegram and discord bot for Tipping using the BitTorrent network,https://devpost.com/software/btttipbot
Rooni,The NFT Marketplace on BitTorrent Chain,https://devpost.com/software/rooni
QuestArcade,QuestArcade aims to provide stress-relief games through the BTTC network to relieve users who want to relax from their busy business and academic lives by using blockchain technology.,https://devpost.com/software/quest-arcade
Jumble Dude,"Jumble Dude: a wacky web3 adventure! Run, jump, and stumble through the blockchain in this hilarious free to play game. Dodge obstacles, defy gravity, and win!",https://devpost.com/software/jumble-dude
SwapSO,"Building a new educational system which is decentralised, transparent and open to all.",https://devpost.com/software/swapso
Elysium Receipt,Your business started to receive hundreds of crypto payments and now you have to convert these transactions into invoices for accounting. Elysium Receipt builds it on the blockchain for you.,https://devpost.com/software/elysium-receipt
Blockchain Bank Stable Coin,The World's First Asset Backed Stable Coin Supported By a verified and audited Corporate Asset Portfolio of more than 6.2 Million Decentralized Blockchain Trusts,https://devpost.com/software/blockchain-bank-stable-coin-4n1ef0
looop music,"Loop: Empowering artists with fair compensation, transparent analytics, and authentic fan engagement. Join the future of music.",https://devpost.com/software/looop-music
Cukies World - The infinite Archipelago Revamped,"Explore and enjoy in Cukies World, where you build, upgrade tools, and enjoy endless adventures. Our vision: a dynamic gaming ecosystem where players build connections in a thriving virtual community.",https://devpost.com/software/cukies-world-the-infinite-archipelago-revamped
Meikai: Forensics Tool Suite (Illicit Activity Detection),It is estimated that nearly 50% of illicit crypto activity is conducted on TRON as Tether transactions. The community has a moral obligation to facilitate investigators as they fight crime on-chain.,https://devpost.com/software/meikai-forensics-tool-suite-illicit-activity-detection
CRITICICE,"A SocialFi platform revolutionizing blockchain connections, reviews, and collaboration.",https://devpost.com/software/criticice
OnChainVision,Open your eyes on chain worlds,https://devpost.com/software/onchainvision
Smart Disperse,"All Chains, One Solution!Smart-Disperse Your Crypto Transactions on TRON!",https://devpost.com/software/smart-disperse
CuteGarden,On-chain community spaces utilizing token gated system.,https://devpost.com/software/lightrooms
GuessThePrice,Decentralized platform for forecasting asset prices on BitTorrent Chain,https://devpost.com/software/guesstheprice
Metana：Automated Marketplace for Consumer Rewards,"We're METANA, building token-based CLP to unlock 100% customer engagement.Through METANA, users can effortlessly monetize unused rewards, while businesses enhance customer engagement and boost sales.",https://devpost.com/software/metana-automated-marketplace-for-consumer-rewards
Block Fabric,"Block Fabric is an all-in-one platform for creating, deploying and managing smart contracts",https://devpost.com/software/block-fabric-uplsq3
Donats,"Empower Streamers, Boost Support",https://devpost.com/software/donats
AlphaDrop,Revolutionizing Airdrops with sponsored Defi positions.,https://devpost.com/software/alphadrop
EcoFunds,EcoFunds - Financing Sustainability for a Greener Future,https://devpost.com/software/ecofunds
TriAd,Powering The Next Internet With Advertisments,https://devpost.com/software/triad-z3ie7l
Sponsify,Sponsify aims to facilitate gasless token transactions on Btt and tron by having sponsors cover users’ gas fees in exchange for engaging with sponsored ad.,https://devpost.com/software/sponsify
Rastro,An ERC 4626 inspired Tracable and transparent channel for token transfers,https://devpost.com/software/rastro
ClayQuacks,"ClayQuacks is a fun claymotion NFT project, where you can mint with TRX, USDT or APENFT tokens, and airdropping our QUAK token automatically with each NFT.",https://devpost.com/software/clayquacks
Unclaimed - Fall of Mankind,"Our planet was bleeding... People were scattered into tribes...And our enemies? Well, if I told you this 5 years ago you wouldn't've believed me, but everything has changed..",https://devpost.com/software/unclaimed
Cricket Clash NFT Game,Unlock the Boundaries of Cricket Game with Tron NFTs,https://devpost.com/software/ziptic
Gamesfi,"Lotteries Reinvented, Predictions Perfected.",https://devpost.com/software/gamesfi-5kbjgm
Smart tech,Superior power,https://devpost.com/software/smart-tech-m4pdxa
Monetizado,On-chain pay-per-view platform,https://devpost.com/software/monetizado
cyfibot,"ai trading and analysis app on the tron ecosystem that provides a risk free way of managing your crpto, forex and stocks trading porfolio with the aim of making profit",https://devpost.com/software/cyfibot
✨ KeyFi - AI-Powered Home Purchasing Platform,"This is KeyFi, a real-estate website that incorporates Generative AI and Blockchain technology to democratize home buying process and reduce overall transaction fees from 5% down to 1%.",https://devpost.com/software/keyfi-ai-powered-home-purchasing-platform
Colswap,Use the simplest way to solve the problem of Impermanent Loss！,https://devpost.com/software/colswap
World Craft,Create your own metaverse world !,https://devpost.com/software/world-craft
TronEvents,TronEvents is a platform designed for organizing and participating in various community events.,https://devpost.com/software/tronevents
JustMoney Explorer,"A hybrid of a blockchain explorer, a DEX viewer, and a dApp store, offering a comprehensive solution where projects can list their dApps and users can effortlessly navigate and interact with them.",https://devpost.com/software/justmoney-explorer
Surity,Decentralized Insurance Market platform,https://devpost.com/software/surity
SupplyGuard,A Decentralised Supply Chain Management Solution,https://devpost.com/software/supplyguard
Transatron,"Tron transaction processor with cheaper fees and no TRX required, 1 step integration with any wallet.",https://devpost.com/software/transatron
Self-listing on JustMoney Swap,"JustMoney Swap is a multichain and cross-chain swap. With these latest additions, import any token for liquidity provision in our pools and create a customized swap widget for your own platform!",https://devpost.com/software/justmoney-swap-widget-builder-custom-token-import-and-more
Stcok NFT Benefit,Happy individual daily and weekly basis,https://devpost.com/software/stcok-nft-benefit
TronEnergize - Energy telegram bot,"TronEnergize Bot: Simplifying Tron energy rental for everyone, broadening access to TRX's ecosystem.",https://devpost.com/software/tronenergize-energy-telegram-bot
Tron Store,"We are solving a major problem ,where anyone can sell goods directly to the customer and make huge profits.",https://devpost.com/software/tron-store
Tronquility,Explore mystical insights and the secrets of the universe through innovative blockchain fortune reading. Get ready for a magical journey!,https://devpost.com/software/arcane-tarot
CROSS-CHAIN STAR-EX,"a multi-gameplay, multi-chain, multi-platform, multi-dimensional game that fosters collaboration between major networks and smaller networks",https://devpost.com/software/star-ex
Ai-social,"Empower everyone to unleash their creativity and connect like never before. With AI by your side, every click, every chat, and every share is a step towards something brilliantly new. 🎨💡",https://devpost.com/software/ai-social
Allahu Alraazzaaq,Thanks for choosing Allahu Alraazzaaq as your go-to destination for children's clothes & other goods. We look forward to serving you and helping you find the perfect items for the special children.,https://devpost.com/software/allahu-alraazzaaq
Noesis,One stop platform for getting the right datasets for your AI model.,https://devpost.com/software/noesis-ra1ieu
ChickenWars - TRON GameFi based on meme tokens,Artistry GameFi Tron Blockchain,https://devpost.com/software/chickenwars-tron-gamefi-based-on-meme-tokens
"Corridor Finance, unleash 1 trillion Bitcoin MCP to Tron!","A bridge from Bitcoin to Tron, supporting all ordinals, BRC20, Runes...",https://devpost.com/software/corridor-finance-unleash-1-trillion-bitcoin-mcp-to-tron
Wevora,"Wevora is a revolutionary no-code AI website builder. With intuitive features like AI-generated text and image selection, theme customization, seamless deployment to BTFS, and human-friendly domains",https://devpost.com/software/wevora
Techers,The new way to earn,https://devpost.com/software/techers
Zombieland - Survival Game v4.00,"Zombieland - Survival Game v4.00 is classic web3 game with Multiplayer PvP, DeFi, NFT and many more in game upgrades and different weapons to survive in zombieland.",https://devpost.com/software/zombieland-survival-game-v4-00
AnkerPay Tron TRX and USDT integration,"Empowering 26M users in South Africa: Seamlessly integrate Tron & USDt into AnkerPay for instant, decentralized transactions across POS, Moya, ATM & Exchange.",https://devpost.com/software/ankerpay
uDawgBot,TRON Smart contracts updates on Telegram,https://devpost.com/software/udawgbot
TroniQue,Simplifying Tron and Empowering Users with TroniQue!,https://devpost.com/software/tronique
ClimaShield,"Weather-Proof Your Finances, Hedge with Confidence!",https://devpost.com/software/climashield
TronVerse PvP,TronVerse PvP is a head-to-head shooter game on the Tron network that will allow for the Tron Bull Club NFT holders to play and earn with their 3D game playable character in competitive matches.,https://devpost.com/software/tronverse-pvp
Pravahini (प्रवाहिनी),"Where Data Flows, Models Grow, and AI Glows!",https://devpost.com/software/pravahini
Blink - Blockchain Link for AI,"A crypto wallet for AI. Unleash payments, escrow, actions, minting, etc",https://devpost.com/software/blink-blockchain-link-for-ai
Auto DeFi,"Auto DeFi ( AUTODEFI ) automating smart contract creation , auditing and deploying powered by Artificial intelligence (AI) promoted by a utility memecoin.",https://devpost.com/software/auto-defi
XMutant,Unlocking the Potential of Generative Art through Innovation!,https://devpost.com/software/xmutant
ChickenSwap/Bot - TRON swap platforms (web3/mobile/telegram),ChickenSwap/Bot is a swap tool based on the same Smart Contract deployed on the TRON blockchain,https://devpost.com/software/chickenswap-bot-tron-swap-platforms-web3-mobile-telegram
Trons World & Klever World,"We’re merging the power of blockchain technology with your favorite electronics and games, creating an unparalleled experience that’s secure, transparent, and rewarding.",https://devpost.com/software/trons-world-klever-world
K-Lock,your key to unbreakable security,https://devpost.com/software/k-lock
Cukies Jump n' Hop - Adventure Awaits in Every Leap!,"Cukies Jump n’ Hop is a platform game set in the Cukies World ecosystem. Guide your Cukies through themed levels like village, mountain, island, and cave, each with unique obstacles and challenges.",https://devpost.com/software/cukies-jump-n-hop-adventure-awaits-in-every-leap
jk,jk,https://devpost.com/software/mapx-explore-the-world-one-nft-a-time
Staqe Protocol,Non-castodial pools for NFT and token staking.,https://devpost.com/software/staqe-protocol
Cukies Brain Buzz - The Ultimate Trivia Challenge!,"Cukies Brain Buzz expands the Cukies World ecosystem with an engaging trivia challenge where players compete and test their expertise across various topics, game modes and difficulty levels.",https://devpost.com/software/cukies-brain-buzz-the-ultimate-trivia-challenge
AgriTRONix,"Grow Smart, Harvest Strong.The Future of Farming Today in our hands.",https://devpost.com/software/agritronix
IntegraTRON - the AIO (All-In-One) Metaverse,"A dApp that aims to be a central hub for various activities in the TRON ecosystem, bringing together elements of entertainment, gaming and the metaverse.",https://devpost.com/software/integratron-the-aio-all-in-one-metaverse
Toqen Factory,Streamlined React Components for BTTC Integration.,https://devpost.com/software/toqen-factory
TRON VR,"Decentralize Reality. Explore, Interact, and Own: Shaping the Future of Virtual Realities powered by TRON and BTFS.",https://devpost.com/software/tron-vr-xbcurf
awpswap.io,Trade & exchange Counter Strike 2 and Steam virtual items for TRON on awpswap.io.,https://devpost.com/software/awpswap-io
Promptron,Unlock creativity with Promptron's decentralized prompt marketplace.,https://devpost.com/software/promptron
HandShake,"More secure and reliable way of token transfers, Ensured by Mutual Consent",https://devpost.com/software/handshake-0szjd5
PumpOnTron.fun,The anti-rug meme launch and trading application,https://devpost.com/software/pumpontron-fun
ClaimFreeTRX,ClaimFreeTRX is a fun way to create engagement around our communities and an easy way to bring new users to Tron. An amount of TRX is released for claiming at random times trough the day.,https://devpost.com/software/claimfreetrx
Nobles,Luxury items on Tron blockchain,https://devpost.com/software/nobles
TOBA - Token Bound Accounts On Tron,"Discover new way to interact with NFTs and expand its capabilities beyond simple static collectibles, now any TRC-721 asset can be a token-bound account.",https://devpost.com/software/toba-token-bound-accounts-on-tron
Snack Prompt,"Snack Prompt consolidates all LLMs into a single, user-friendly dashboard, empowering business owners with complete oversight and control of AI usage, and drives productivity across teams",https://devpost.com/software/snack-prompt
Merkaxat - Revolutionizing shopping with AI and blockchain,"We aim to revolutionize shopping by combining AI with blockchain to connect users and stores directly, simplifying purchases and enhancing trust with transparency.",https://devpost.com/software/merkaxat
TRONPlay,"TRONPlay, powered by TRON blockchain, revolutionizes eSports by enabling gamers to earn through play, leveraging our Web3 platform's extensive features like tournaments, NFTs, and token rewards.",https://devpost.com/software/tronplay
BCate,Architect and interior design marketplace,https://devpost.com/software/bcate
Cn3xyz,Transparency and efficiency in the REC market,https://devpost.com/software/cn3xyz
Trade financing on TRON to boost international trades,Proposed solution facilitates a version of Letter of Credit (LC) without involvement of banks & exchanges. It generates the smart contract along with coupling to the decentralized human oracles (DHO).,https://devpost.com/software/trade-financing-on-tron-to-boost-international-trades
Decentralised Character AI,"Meet AIs that feel alive. Chat with anyone, anywhere, anytime. Creators can monetize their creativity.",https://devpost.com/software/decentralised-character-ai
Flipper - DeSoc,"The decentralized social network where YOU are the owner of all your information. Create, share, donate, and vote.",https://devpost.com/software/flipper-desoc
NFTicket,"Say hello to NFTicket, revolutionizing event ticketing one NFT at a time!",https://devpost.com/software/nfticket-jqohue
File-Wallet.com,"A fully open-sourced website for generating cryptocurrency wallets for any kind, in a new unique and deterministic way that has a lot of advantages.",https://devpost.com/software/file-wallet-com-deterministic-wallet-generator
Score Milk,"Score Milk is a browser-based gaming platform for competitive gaming that offers wagered matchmaking, social features, leaderboards, multi-chain integration, and advanced game monetization for devs.",https://devpost.com/software/score-milk-cgp84k
DInference | A decentralised LLM inferencing infrastructure,"Elevate LLM Inferencing: dInference decentralizes power, democratizes access, and drives innovation in the web3 ecosystem",https://devpost.com/software/dinference-a-decentralised-llm-inferencing-infrastructure
The Existential Dread Launchpad,Confront existential dread—send a memecoin into the cosmic void!,https://devpost.com/software/ted-the-existential-dread-launchpad
Rosper,Democratizing the Social Media Marketplace,https://devpost.com/software/rosper-9phivl
Algae Finance,Algae Financing,https://devpost.com/software/algae-finance
Tronnect,Tronnect is a link in bio that utilizes the tron blockchain for storing users data and tipping.,https://devpost.com/software/tronnect
Strongcoin,Be strong! Tap and earn,https://devpost.com/software/strongcoin
kindao - Decentralized Fact-Check,Fact-Check DAO application built on Web3,https://devpost.com/software/kindao-decentralized-fact-check
