name,description,link
The Dream Team,Detection of rare child diseases by applying graph machine learning to a remote dataset with federated machine learning,https://devpost.com/software/the-dream-team-7uik58
OnlyBenz,Unlock your dream electric car with ease! Introducing AutoMatch Assistant – your personalized guide to finding the perfect Mercedes-Benz electric vehicle tailored just for you.,https://devpost.com/software/automatch-assistant
Michael - Mercedes-Benz Salesman,"Meet Michael, the man who will lead you to the electric car that fits you perfectly.",https://devpost.com/software/bot-fnmhxv
Merry AI,Merry is a Voice AI that generates sales opportunities for Mercedes. Merry actively talks to your customers and gives personalized recommendations so your customers can find their dream car.,https://devpost.com/software/untitle-placeholder-project-2
Don Quixote,"""Don Quixote"": AI-powered predictive maintenance for wind turbines. Using time-series data to optimize power output, reduce costs, ensure reliable clean energy and mental sanity.",https://devpost.com/software/don-quixote
nasgor,AI lmaooo,https://devpost.com/software/nasgor
planetree,"Combat deforestation with our app! View real-time, color-coded satellite images, mark deforestation spots, and join our global community in safeguarding forests.",https://devpost.com/software/osapiens-case
ForestGuard,"Through identifying forest loss and analyzing the type of land use changes, we provide essential data for environmental action and policy-making.",https://devpost.com/software/deforestation-classification
AI in Medicine: Project AMIGO,"AI for rare childhood diseases. Dr. v Hauner Hospital. ML analyzes anonymized data to help doctors diagnose & personalize treatments. Hope for ""orphan diseases"".",https://devpost.com/software/ai-in-medicine-project-amigo
[MASTER] Multi-Agent Sales-Tailored Expert Robot,Driving the Future of Sales: Tailored EV Expertise at Your Fingertips,https://devpost.com/software/master-multi-agent-sales-tailored-expert-robot
Lesok,We are providing a trained model for detecting forest patterns via image segmentation.,https://devpost.com/software/forestinpeace
Knaight,Ready to meet the car that seems to be crafted just for you? - Knaight helps your customers to realize their automotive desires by using salesforce-analytics and data from Mercedes-Benz.,https://devpost.com/software/knaight
OnlyForests,Imagine if any business could easily reduce their carbon footprint while supporting local communities and preserving ecosystems. Our platform makes this a reality thanks to Computer Vision and AI.,https://devpost.com/software/deforest-detectives
Optiturbino,placeholder,https://devpost.com/software/optiturbino
Dänse,Green Guard,https://devpost.com/software/danse
DeforestationAlert,Detecting deforestation from earth observation data,https://devpost.com/software/deforestationalert
AutoWhizz,🚗 Mercedes-Benz EV Consultant App! 🛠️,https://devpost.com/software/autowhiz
ShalopAI,A personalized chatbot consultant for electric vehicles sells. We make the innovative easier to have a grasp over,https://devpost.com/software/shalopai
Name,Null,https://devpost.com/software/name-ri6h8d
ChatBenz,This is a chatbot for the Mercedes project.,https://devpost.com/software/chatbot-h4cu7i
Masala Learning,"A powerful but breezy ML solution to help with efficiently running wind farms. Our ""Reply"" to the environmental sustainability challenge.",https://devpost.com/software/masala-learning
TerraMappers,"Detecting Deforestation, Defending Diversity",https://devpost.com/software/terramappers
The Laplacians,Prediction of wind turbine power production for effective scheduling.,https://devpost.com/software/the-laplacians
DDetector,ff,https://devpost.com/software/ddetector
AIMigo,AMIGO for the world,https://devpost.com/software/aimigo
DevAux,Imagine spending 2 hours scrolling through all the auto Information and still not find your desirable auto. With MESA you'l get your personal recommendation within 10 mins.,https://devpost.com/software/devaux
Foundational Marketing Ai Sales Assistant,We combine Marketing Models like Means-End-Chain and real psychological sales tactics with the power of AI,https://devpost.com/software/foundational-marketing-ai-sales-assistant
WindTUMbin,-,https://devpost.com/software/tbd-tv0ehf
BenzBot,An innovative solution for a tailored customer experience,https://devpost.com/software/melih-alex
Windtelligence,Windsights from data.,https://devpost.com/software/dummyname-dmilz2
Treetection,Find the trees. All the trees. All the time.,https://devpost.com/software/treetection
Team -23.5i,TODO,https://devpost.com/software/team-23-5i
Mehr-Benz Team (Mr. Ben AI Bot),We create an AI assistance bot to solve the needs of our loved clients and help them to choose the best car made for them.,https://devpost.com/software/mehr-benz
Green Guard,Guard Your Company by Guarding Forests,https://devpost.com/software/hansea-ai
STOPredict,"We predict the best time to use wind turbine, based on best conditions",https://devpost.com/software/stopredict
MChat,The best chat,https://devpost.com/software/mchat-cmt49o
DeFo Hunter,Hunters of occurrences of deforestation,https://devpost.com/software/defo-hunter
ElectroBotto,"Imagine buying a car that feels like it was made just for you. A smooth, personalized journey that leads to your perfect match.",https://devpost.com/software/blurb-5zflie
AMI-Graph-O,Utilize advanced analytics methods to predict rare children diseases.,https://devpost.com/software/ami-graph-o
Hello World!,Figuring out new stuff.,https://devpost.com/software/better-help-for-everyone-everywhere
Biscotti,We are inventing a bot for a tailor making EV for the customers.,https://devpost.com/software/biscotti
